t[sec];q1[m3/sec];h1[m];h2[m];q2_measurement[m3/sec]
139,25;0,0385;0,363479125;0,026138737;0,015511414
139,5;0,039;0,369185243;0,026806876;0,016426841
139,75;0,0395;0,374953149;0,027490505;0,01685544
140;0,04;0,380781974;0,028189716;0,017313332
140,25;0,0405;0,386670869;0,028904603;0,01746126
140,5;0,041;0,392619002;0,029635256;0,016024467
140,75;0,0415;0,398625556;0,030381767;0,016694543
141;0,042;0,404689735;0,031144226;0,016597459
141,25;0,0425;0,410810757;0,03192272;0,018210802
141,5;0,043;0,416987856;0,032717338;0,016419246
141,75;0,0435;0,423220284;0,033528167;0,018152116
142;0,044;0,429507307;0,03435529;0,018407015
142,25;0,0445;0,435848207;0,035198794;0,018183718
142,5;0,045;0,44224228;0,03605876;0,019585788
142,75;0,0455;0,448688839;0,036935271;0,017924642
143;0,046;0,45518721;0,037828407;0,01974432
143,25;0,0465;0,461736732;0,038738247;0,019490659
143,5;0,047;0,468336761;0,039664869;0,019176362
143,75;0,0475;0,474986663;0,040608351;0,019137814
144;0,048;0,481685819;0,041568766;0,020648387
144,25;0,0485;0,488433625;0,042546189;0,019859882
144,5;0,049;0,495229485;0,043540693;0,020960244
144,75;0,0495;0,50207282;0,04455235;0,021267458
145;0,05;0,508963061;0,045581228;0,020655842
145,25;0,0505;0,515899652;0,046627397;0,0204562
145,5;0,051;0,522882047;0,047690924;0,020812362
145,75;0,0515;0,529909714;0,048771876;0,021657075
146;0,052;0,536982129;0,049870316;0,021949058
146,25;0,0525;0,544098783;0,050986309;0,021828699
146,5;0,053;0,551259174;0,052119916;0,023462407
146,75;0,0535;0,558462813;0,053271198;0,022198812
147;0,054;0,56570922;0,054440216;0,021579206
147,25;0,0545;0,572997926;0,055627026;0,024486626
147,5;0,055;0,580328472;0,056831686;0,023081799
147,75;0,0555;0,587700407;0,058054253;0,023039851
148;0,056;0,595113292;0,05929478;0,023090554
148,25;0,0565;0,602566695;0,06055332;0,024154634
148,5;0,057;0,610060194;0,061829927;0,023637605
148,75;0,0575;0,617593376;0,063124651;0,023866744
149;0,058;0,625165838;0,064437541;0,026114582
149,25;0,0585;0,632777182;0,065768647;0,024424878
149,5;0,059;0,640427022;0,067118016;0,025489407
149,75;0,0595;0,648114978;0,068485695;0,025182504
150;0,06;0,655840679;0,069871728;0,027736372
150,25;0;0,663603761;0,07127616;0,025795543
150,5;0;0,652497619;0,072699034;0,026911548
150,75;0;0,641626395;0,073963147;0,02615947
151;0;0,63098271;0,075072059;0,026587763
151,25;0;0,620559385;0,07603432;0,027428903
151,5;0;0,61034954;0,076858105;0,02757655
151,75;0;0,600346575;0,077551099;0,03018635
152;0;0,59054416;0,078120542;0,028470134
152,25;0;0,580936217;0,078573264;0,026580191
152,5;0;0,571516912;0,078915721;0,027821208
152,75;0;0,56228064;0,079154025;0,028041939
153;0;0,553222016;0,079293971;0,029552927
153,25;0;0,544335865;0,079341059;0,0288088
153,5;0;0,535617212;0,079300512;0,026553911
153,75;0;0,527061274;0,079177302;0,029189445
154;0;0,51866345;0,07897616;0,0244717
154,25;0;0,510419313;0,078701594;0,02724319
154,5;0;0,502324606;0,078357901;0,024741109
154,75;0;0,49437523;0,077949182;0,028450174
155;0;0,486567242;0,077479351;0,028334319
155,25;0;0,478896844;0,076952147;0,028171511
155,5;0;0,471360381;0,076371142;0,027798861
155,75;0;0,463954332;0,075739752;0,027500512
156;0;0,456675309;0,075061244;0,026932806
156,25;0;0,449520045;0,074338742;0,027397515
156,5;0;0,442485396;0,073575237;0,02944499
156,75;0;0,43556833;0,072773593;0,026174274
157;0;0,428765929;0,071936551;0,027614456
157,25;0;0,422075378;0,071066735;0,02520225
157,5;0;0,415493966;0,070166662;0,027858334
157,75;0;0,409019079;0,069238739;0,026452801
158;0;0,402648198;0,068285275;0,026065907
158,25;0;0,396378893;0,067308481;0,026733767
158,5;0;0,390208823;0,066310477;0,027578428
158,75;0;0,384135729;0,065293293;0,026321378
159;0;0,378157433;0,064258875;0,026009939
159,25;0;0,372271835;0,063209088;0,025852586
159,5;0;0,366476909;0,062145717;0,023154939
159,75;0;0,360770699;0,061070476;0,025764697
160;0;0,35515132;0,059985002;0,022891481
160,25;0;0,349616951;0,058890868;0,025399128
160,5;0;0,344165837;0,057789575;0,02462811
160,75;0;0,338796282;0,056682565;0,023216524
161;0;0,33350665;0,055571215;0,02403612
161,25;0;0,328295361;0,054456844;0,023078637
161,5;0;0,323160888;0,053340714;0,02389311
161,75;0;0,31810176;0,052224029;0,02370877
162;0;0,313116553;0,051107944;0,023061367
162,25;0;0,308203891;0,04999356;0,023299862
162,5;0;0,303362448;0,048881927;0,02191755
162,75;0;0,298590938;0,047774051;0,020946751
163;0;0,293888121;0,046670888;0,022319288
163,25;0;0,289252798;0,04557335;0,019799477
163,5;0;0,284683808;0,044482306;0,02067582
163,75;0;0,28018003;0,043398584;0,020187725
164;0;0,275740378;0,042322968;0,021023265
164,25;0;0,271363802;0,041256205;0,02032947
164,5;0;0,267049284;0,040199003;0,019168038
164,75;0;0,262795841;0,039152033;0,018593534
165;0;0,25860252;0,03811593;0,022219798
165,25;0;0,254468396;0,037091293;0,01954055
165,5;0;0,250392576;0,036078688;0,019185483
165,75;0;0,24637419;0,035078646;0,019425332
166;0;0,242412399;0,034091668;0,018395006
166,25;0;0,238506385;0,033118223;0,017436251
166,5;0;0,234655357;0,032158748;0,019463716
166,75;0;0,230858546;0,031213652;0,018413004
167;0;0,227115204;0,030283313;0,018629722
167,25;0;0,223424606;0,029368083;0,018050483
167,5;0;0,219786046;0,028468285;0,016194685
167,75;0;0,216198838;0,027584214;0,01854162
168;0;0,212662314;0,02671614;0,01639244
168,25;0;0,209175823;0,025864308;0,016371484
168,5;0;0,205738732;0,025028936;0,016343975
168,75;0;0,202350424;0,024210218;0,015327272
169;0;0,199010295;0,023408324;0,016000795
169,25;0;0,195717758;0,022623399;0,014470709
169,5;0;0,192472239;0,021855569;0,015339152
169,75;0;0,189273176;0,021104932;0,014662624
170;0;0,186120021;0,020371567;0,015162285
170,25;0;0,183012238;0,019655531;0,015604786
170,5;0;0,1799493;0,01895686;0,013882185
170,75;0;0,176930691;0,018275567;0,015318324
171;0;0,173955908;0,017611648;0,013373003
171,25;0;0,171024453;0,016965076;0,013231703
171,5;0;0,16813584;0,016335806;0,012971669
171,75;0;0,165289589;0,015723774;0,013943526
172;0;0,16248523;0,015128898;0,012653988
172,25;0;0,159722299;0,014551075;0,013975622
172,5;0;0,157000338;0,013990186;0,013683614
172,75;0;0,154318898;0,013446097;0,011129001
173;0;0,151677533;0,012918652;0,011657108
173,25;0;0,149075804;0,012407684;0,01120559
173,5;0;0,146513277;0,011913006;0,011471918
173,75;0;0,143989522;0,011434418;0,01314269
174;0;0,141504113;0,010971705;0,011830839
174,25;0;0,139056631;0,010524636;0,0117241
174,5;0;0,136646656;0,010092969;0,010251486
174,75;0;0,134273774;0,009676446;0,011040007
175;0;0,131937574;0,0092748;0,009539856
175,25;0,05;0,129637647;0,008887749;0,010242428
175,5;0,05;0,142998587;0,008515002;0,008893377
175,75;0,05;0,15610202;0,008302741;0,00815702
176;0,05;0,168955783;0,008246534;0,009976145
176,25;0,05;0,181567485;0,008329443;0,009322279
176,5;0,05;0,193944271;0,008534637;0,00973129
176,75;0,05;0,206092841;0,008846824;0,008478834
177;0,05;0,218019478;0,00925252;0,009240179
177,25;0,05;0,229730097;0,009740061;0,01057775
177,5;0,05;0,241230284;0,010299498;0,006833978
177,75;0,05;0,252525332;0,010922416;0,011112602
178;0,05;0,263620277;0,011601718;0,008794996
178,25;0,05;0,274519929;0,012331417;0,011252699
178,5;0,05;0,285228895;0,013106446;0,011924932
178,75;0,05;0,295751599;0,013922486;0,011396571
179;0,05;0,306092303;0,014775831;0,009741968
179,25;0,05;0,316255119;0,015663273;0,010883145
179,5;0,05;0,326244022;0,016582011;0,010834846
179,75;0,05;0,336062859;0,017529577;0,013265162
180;0,05;0,34571536;0,018503777;0,012891476
180,25;0,05;0,355205143;0,019502646;0,013456546
180,5;0,05;0,364535721;0,020524411;0,014116287
180,75;0,05;0,373710509;0,021567456;0,014646934
181;0,05;0,382732827;0,022630306;0,015470257
181,25;0,05;0,391605905;0,023711601;0,01291306
181,5;0,05;0,400332886;0,024810083;0,01519097
181,75;0,05;0,408916834;0,025924583;0,015137971
182;0,05;0,417360729;0,027054007;0,015203425
182,25;0,05;0,425667478;0,028197334;0,017543916
182,5;0,05;0,433839913;0,029353601;0,015754724
182,75;0,05;0,441880795;0,0305219;0,016538378
183;0,05;0,449792815;0,031701375;0,018241957
183,25;0,05;0,457578601;0,032891214;0,016808862
183,5;0,05;0,465240712;0,034090646;0,018277891
183,75;0,05;0,472781649;0,035298938;0,017491804
184;0,05;0,480203848;0,036515393;0,018689668
184,25;0,05;0,487509689;0,037739345;0,019533382
184,5;0,05;0,494701495;0,038970161;0,021263775
184,75;0,05;0,501781533;0,040207233;0,019331798
185;0,05;0,508752015;0,041449982;0,020302216
185,25;0,05;0,515615102;0,042697854;0,019431851
185,5;0,05;0,522372903;0,043950318;0,021784622
185,75;0,05;0,52902748;0,045206864;0,020926959
186;0,05;0,535580843;0,046467006;0,0215055
186,25;0,05;0,542034959;0,047730275;0,021399132
186,5;0,05;0,548391746;0,048996224;0,021764444
186,75;0,05;0,55465308;0,050264423;0,023401236
187;0,05;0,560820793;0,051534459;0,022951516
187,25;0,05;0,566896674;0,052805935;0,022668987
187,5;0,05;0,572882472;0,054078473;0,023454173
187,75;0,05;0,578779897;0,055351707;0,024998125
188;0,05;0,584590619;0,056625287;0,022702325
188,25;0,05;0,590316269;0,057898877;0,024326884
188,5;0,05;0,595958443;0,059172155;0,02322052
188,75;0,05;0,6015187;0,06044481;0,025478415
189;0,05;0,606998564;0,061716545;0,022240192
189,25;0,05;0,612399527;0,062987076;0,025771862
189,5;0,05;0,617723043;0,064256127;0,024797858
189,75;0,05;0,622970538;0,065523438;0,024427303
190;0,05;0,628143405;0,066788756;0,02621536
190,25;0,05;0,633243006;0,068051839;0,024804841
190,5;0,05;0,638270671;0,069312456;0,026466973
190,75;0,05;0,643227705;0,070570385;0,028072853
191;0,05;0,64811538;0,071825413;0,025267814
191,25;0,05;0,652934943;0,073077337;0,026961731
191,5;0,05;0,657687613;0,074325961;0,027026265
191,75;0,05;0,662374582;0,075571098;0,027337003
192;0,05;0,666997017;0,07681257;0,028805273
192,25;0,05;0,671556058;0,078050206;0,028323636
192,5;0,05;0,676052824;0,079283842;0,028793232
192,75;0,05;0,680488405;0,080513322;0,029323253
193;0,05;0,684863872;0,081738497;0,026222169
193,25;0,05;0,689180272;0,082959224;0,027319078
193,5;0,05;0,693438627;0,084175367;0,028522246
193,75;0,05;0,697639941;0,085386797;0,030178237
194;0,05;0,701785194;0,086593391;0,030535928
194,25;0,05;0,705875348;0,087795029;0,028815609
194,5;0,05;0,709911342;0,088991602;0,028530927
194,75;0,05;0,713894097;0,090183002;0,030247485
195;0,05;0,717824514;0,091369128;0,031038142
195,25;0,05;0,721703475;0,092549884;0,030122711
195,5;0,05;0,725531846;0,093725179;0,031521739
195,75;0,05;0,729310471;0,094894927;0,030804815
196;0,05;0,733040179;0,096059046;0,029758308
196,25;0,05;0,736721783;0,09721746;0,030415439
196,5;0,05;0,740356077;0,098370095;0,032225025
196,75;0,05;0,74394384;0,099516883;0,030498256
197;0,05;0,747485834;0,10065776;0,032495134
197,25;0,05;0,750982808;0,101792664;0,03138257
197,5;0,05;0,754435493;0,10292154;0,031403084
197,75;0,05;0,757844606;0,104044332;0,029920178
198;0,05;0,761210851;0,105160993;0,033372854
198,25;0,05;0,764534916;0,106271476;0,033091054
198,5;0,05;0,767817477;0,107375737;0,033207815
198,75;0,05;0,771059194;0,108473736;0,03475832
199;0,05;0,774260717;0,109565438;0,033266727
199,25;0,05;0,77742268;0,110650808;0,031970557
199,5;0,05;0,780545708;0,111729814;0,032725385
199,75;0,05;0,78363041;0,112802429;0,031598482
200;0,05;0,786677385;0,113868628;0,033701585
200,25;0,05;0,789687221;0,114928386;0,033412427
200,5;0,05;0,792660493;0,115981683;0,03523458
200,75;0,05;0,795597765;0,117028502;0,032808037
201;0,05;0,798499591;0,118068826;0,035200762
201,25;0,05;0,801366514;0,119102641;0,03364149
201,5;0,05;0,804199067;0,120129936;0,033791649
201,75;0,05;0,806997771;0,121150701;0,035277083
202;0,05;0,809763138;0,122164929;0,035085484
202,25;0,05;0,812495672;0,123172614;0,036103099
202,5;0,05;0,815195864;0,124173752;0,036300557
202,75;0,05;0,8178642;0,125168341;0,035208024
203;0,05;0,820501152;0,126156381;0,035103039
203,25;0,05;0,823107188;0,127137873;0,036845937
203,5;0,05;0,825682763;0,12811282;0,035217605
203,75;0,05;0,828228327;0,129081226;0,036316686
204;0,05;0,830744319;0,130043097;0,034918754
204,25;0,05;0,833231171;0,13099844;0,035182729
204,5;0,05;0,835689307;0,131947264;0,035491118
204,75;0,05;0,838119144;0,132889579;0,037282695
205;0,05;0,840521089;0,133825396;0,039073052
205,25;0,05;0,842895545;0,134754727;0,035520664
205,5;0,05;0,845242905;0,135677586;0,039522054
205,75;0,05;0,847563555;0,136593987;0,036161762
206;0,05;0,849857876;0,137503945;0,036994131
206,25;0,05;0,852126239;0,138407479;0,036958137
206,5;0,05;0,854369013;0,139304604;0,037204051
206,75;0,05;0,856586555;0,14019534;0,035950881
207;0,05;0,85877922;0,141079705;0,038054136
207,25;0,05;0,860947354;0,141957721;0,036028044
207,5;0,05;0,863091298;0,142829409;0,037432899
207,75;0,05;0,865211388;0,143694789;0,037765618
208;0,05;0,867307952;0,144553886;0,037548375
208,25;0,05;0,869381313;0,145406722;0,038990643
208,5;0,05;0,871431789;0,146253321;0,038345826
208,75;0,05;0,873459693;0,147093707;0,037583766
209;0,05;0,875465331;0,147927907;0,03980911
209,25;0,05;0,877449004;0,148755946;0,038288822
209,5;0,05;0,879411009;0,14957785;0,038254223
209,75;0,05;0,881351637;0,150393646;0,037960011
210;0,05;0,883271175;0,151203363;0,038381997
210,25;0,05;0,885169904;0,152007026;0,039076297
210,5;0,05;0,8870481;0,152804666;0,039885766
210,75;0,05;0,888906035;0,153596311;0,038390128
211;0,05;0,890743978;0,15438199;0,039672036
211,25;0,05;0,892562191;0,155161733;0,040159679
211,5;0,05;0,894360932;0,15593557;0,039045678
211,75;0,05;0,896140457;0,15670353;0,038291404
212;0,05;0,897901014;0,157465646;0,040594937
212,25;0,05;0,899642851;0,158221946;0,037112558
212,5;0,049;0,901366209;0,158972464;0,040629216
212,75;0,048;0,902758826;0,15971723;0,039660485
213;0,047;0,903826796;0,160453346;0,042108942
213,25;0,046;0,904576044;0,161177998;0,039826656
213,5;0,045;0,905012331;0,161888506;0,041293112
213,75;0,044;0,905141259;0,162582327;0,039140303
214;0,043;0,904968279;0,16325704;0,039937927
214,25;0,042;0,904498693;0,163910349;0,041210728
214,5;0,041;0,903737662;0,164540071;0,041415693
214,75;0,04;0,902690207;0,165144135;0,040408407
215;0,039;0,901361218;0,165720577;0,040567405
215,25;0,038;0,899755456;0,166267531;0,039407482
215,5;0,037;0,897877558;0,166783232;0,039718526
215,75;0,036;0,895732039;0,167266004;0,040572155
216;0,035;0,893323301;0,167714263;0,039295087
216,25;0,034;0,890655631;0,16812651;0,042059574
216,5;0,033;0,88773321;0,168501324;0,042108692
216,75;0,032;0,884560113;0,168837368;0,04131466
217;0,031;0,881140311;0,169133376;0,040421545
217,25;0,03;0,877477681;0,169388156;0,041862479
217,5;0,029;0,873576003;0,169600585;0,042012593
217,75;0,028;0,869438963;0,169769606;0,039834489
218;0,027;0,865070163;0,169894226;0,040023593
218,25;0,026;0,860473114;0,169973515;0,039263542
218,5;0,025;0,855651247;0,170006601;0,040608498
218,75;0,024;0,85060791;0,169992668;0,042066035
219;0,023;0,845346374;0,169930959;0,040375886
219,25;0,022;0,839869835;0,169820765;0,040243007
219,5;0,021;0,834181415;0,16966143;0,042198009
219,75;0,02;0,828284165;0,16945235;0,039019041
220;0,019;0,822181068;0,169192964;0,041782344
220,25;0,018;0,815875041;0,16888276;0,041280444
220,5;0,017;0,809368936;0,16852127;0,038874416
220,75;0,016;0,802665542;0,168108069;0,040763947
221;0,015;0,79576759;0,167642773;0,039245544
221,25;0,014;0,78867775;0,16712504;0,040411835
221,5;0,013;0,781398636;0,166554565;0,040668576
221,75;0,012;0,77393281;0,165931082;0,040611232
222;0,011;0,766282777;0,165254365;0,041362935
222,25;0,01;0,758450995;0,164524219;0,04068171
222,5;0,009;0,750439868;0,163740487;0,042063504
222,75;0,008;0,742251754;0,162903046;0,040652325
223;0,007;0,733888966;0,162011806;0,040723138
223,25;0,006;0,725353769;0,161066709;0,039039131
223,5;0,005;0,716648387;0,16006773;0,039819686
223,75;0,004;0,707775;0,159014874;0,040473073
224;0,003;0,698735747;0,157908177;0,039232056
224,25;0,002;0,68953273;0,156747706;0,039888774
224,5;0,001;0,680168011;0,155533556;0,039452872
224,75;0;0,670643615;0,154265852;0,039339476
225;0;0,660961532;0,152944746;0,038048914
225,25;0;0,651436217;0,15157042;0,041946722
225,5;0;0,642063734;0,150146013;0,039587194
225,75;0;0,632840276;0,14867461;0,039627778
226;0;0,62376217;0,147159182;0,036869052
226,25;0;0,614825864;0,145602593;0,038140506
226,5;0;0,606027928;0,144007603;0,039733863
226,75;0;0,597365047;0,142376871;0,03835372
227;0;0,588834018;0,140712958;0,035967465
227,25;0;0,580431748;0,139018333;0,037555559
227,5;0;0,572155247;0,137295377;0,038363575
227,75;0;0,564001624;0,135546382;0,03543536
228;0;0,555968089;0,133773557;0,035735156
228,25;0;0,548051941;0,131979033;0,034919915
228,5;0;0,540250574;0,130164863;0,037472115
228,75;0;0,532561467;0,128333023;0,035084926
229;0;0,524982184;0,126485419;0,03634105
229,25;0;0,517510369;0,124623889;0,036056434
229,5;0;0,510143748;0,122750202;0,033317703
229,75;0;0,502880119;0,120866062;0,034534551
230;0;0,495717355;0,118973111;0,033757464
230,25;0;0,488653401;0,117072933;0,035360259
230,5;0;0,481686267;0,11516705;0,034387122
230,75;0;0,474814032;0,11325693;0,036305113
231;0;0,468034836;0,111343985;0,033120322
231,25;0;0,461346882;0,109429577;0,032036277
231,5;0;0,454748433;0,107515013;0,032772599
231,75;0;0,448237806;0,105601554;0,033187437
232;0;0,441813377;0,103690412;0,030917583
232,25;0;0,435473571;0,101782754;0,031157418
232,5;0;0,429216868;0,0998797;0,030405174
232,75;0;0,423041796;0,097982328;0,031496815
233;0;0,416946931;0,096091674;0,03098983
233,25;0;0,410930895;0,094208735;0,030613218
233,5;0;0,404992355;0,092334465;0,030352089
233,75;0;0,399130019;0,090469782;0,029966762
234;0;0,39334264;0,088615568;0,030021872
234,25;0;0,387629007;0,086772666;0,030623646
234,5;0;0,381987951;0,084941887;0,028834378
234,75;0;0,376418337;0,083124006;0,029274806
235;0;0,370919068;0,081319767;0,027333493
235,25;0;0,365489082;0,07952988;0,028267673
235,5;0;0,360127347;0,077755026;0,027901792
235,75;0;0,354832865;0,075995853;0,027810639
236;0;0,349604672;0,074252983;0,028912829
236,25;0;0,344441827;0,072527008;0,027975027
236,5;0;0,339343424;0,07081849;0,026762447
236,75;0;0,334308582;0,069127968;0,028028605
237;0;0,329336445;0,067455951;0,028126858
237,25;0;0,324426186;0,065802925;0,024939927
237,5;0;0,319577;0,064169349;0,026794501
237,75;0;0,314788107;0,062555658;0,023749225
238;0;0,310058748;0,060962264;0,023455806
238,25;0;0,305388189;0,059389554;0,025125411
238,5;0;0,300775715;0,057837895;0,023989316
238,75;0;0,296220631;0,056307629;0,024105306
239;0;0,291722262;0,054799077;0,021842361
239,25;0;0,287279952;0,05331254;0,024041237
239,5;0;0,282893063;0,051848297;0,022487033
239,75;0;0,278560974;0,050406606;0,022586765
240;0;0,274283079;0,048987706;0,021387973
240,25;0;0,270058791;0,047591816;0,020807508
240,5;0;0,265887535;0,046219137;0,020769387
240,75;0;0,261768753;0,044869849;0,021960826
241;0;0,257701898;0,043544114;0,020313016
241,25;0;0,25368644;0,042242077;0,019777747
241,5;0;0,249721858;0,040963864;0,018980889
241,75;0;0,245807646;0,039709583;0,020544487
242;0;0,241943307;0,038479325;0,021891077
242,25;0;0,238128357;0,037273165;0,020550415
242,5;0;0,234362323;0,03609116;0,018939095
242,75;0;0,230644738;0,034933349;0,01952147
243;0;0,22697515;0,033799757;0,018639562
243,25;0;0,223353111;0,032690391;0,020599448
243,5;0;0,219778185;0,031605243;0,017369923
243,75;0;0,216249942;0,030544288;0,019678045
244;0;0,212767961;0,029507488;0,017439423
244,25;0;0,209331827;0,028494785;0,01734859
244,5;0;0,205941133;0,02750611;0,017487833
244,75;0;0,202595476;0,026541376;0,016954003
245;0;0,199294462;0,025600482;0,017339111
245,25;0;0,1960377;0,024683313;0,015558437
245,5;0;0,192824805;0,023789737;0,016291976
245,75;0;0,189655397;0,022919609;0,01506588
246;0;0,186529101;0,022072769;0,01477435
246,25;0;0,183445545;0,021249043;0,015072736
246,5;0;0,180404361;0,020448244;0,014395188
246,75;0;0,177405184;0,019670168;0,014146492
247;0;0,174447652;0,0189146;0,01547601
247,25;0;0,171531407;0,01818131;0,015412983
247,5;0;0,168656093;0,017470056;0,01376459
247,75;0;0,165821355;0,01678058;0,012692725
248;0;0,16302684;0,016112613;0,013513126
248,25;0;0,160272199;0,015465873;0,014950635
248,5;0;0,15755708;0,014840066;0,012028104
248,75;0;0,154881136;0,014234884;0,013250984
249;0;0,152244019;0,013650008;0,012259747
249,25;0;0,149645381;0,013085107;0,010516851
249,5;0;0,147084876;0,01253984;0,012883606
249,75;0;0,144562156;0,012013854;0,010806113
250;0;0,142076876;0,011506784;0,010582001
250,25;0,02;0,139628687;0,011018258;0,009412459
250,5;0,02;0,143467241;0,010547892;0,012596946
250,75;0,02;0,147225003;0,010153888;0,011334672
251;0,02;0,15090492;0,009834196;0,010678646
251,25;0,02;0,154509844;0,009582258;0,011596515
251,5;0,02;0,158042451;0,009391461;0,009096545
251,75;0,02;0,161505245;0,009255549;0,008384031
252;0,02;0,164900564;0,009168678;0,009257502
252,25;0,02;0,168230591;0,009125449;0,008243675
252,5;0,02;0,171497369;0,009120916;0,009423094
252,75;0,02;0,174702811;0,009150582;0,011091021
253;0,02;0,177848707;0,009210393;0,00797714
253,25;0,02;0,180936738;0,00929671;0,009219573
253,5;0,02;0,183968488;0,009406292;0,008674098
253,75;0,02;0,186945446;0,009536258;0,010729634
254;0,02;0,189869024;0,009684063;0,00967612
254,25;0,02;0,192740556;0,009847457;0,009699445
254,5;0,02;0,195561311;0,01002446;0,010188717
254,75;0,02;0,198332495;0,010213331;0,010598084
255;0,02;0,20105526;0,010412539;0,010089619
255,25;0,02;0,203730709;0,010620736;0,009909175
255,5;0,02;0,206359897;0,010836738;0,01030908
255,75;0,02;0,208943838;0,011059502;0,009771954
256;0,02;0,211483507;0,011288111;0,009107644
256,25;0,02;0,213979843;0,011521753;0,012228805
256,5;0,02;0,216433754;0,011759711;0,010960881
256,75;0,02;0,218846116;0,012001352;0,011942925
257;0,02;0,221217776;0,012246112;0,011198596
257,25;0,02;0,223549558;0,012493492;0,01084377
257,5;0,02;0,225842256;0,012743046;0,011103379
257,75;0,02;0,228096646;0,012994378;0,010476726
258;0,02;0,230313479;0,013247132;0,011522544
258,25;0,02;0,232493485;0,01350099;0,011400415
258,5;0,02;0,234637375;0,013755667;0,011645939
258,75;0,02;0,236745843;0,014010906;0,011726394
259;0,02;0,238819563;0,014266474;0,010126405
259,25;0,02;0,240859193;0,014522165;0,012353636
259,5;0,02;0,242865374;0,014777788;0,010731127
259,75;0,02;0,244838731;0,015033172;0,01278676
260;0,02;0,246779877;0,015288163;0,013005053
260,25;0,02;0,248689407;0,015542619;0,010910687
260,5;0,02;0,250567905;0,015796412;0,012736264
260,75;0,02;0,25241594;0,016049426;0,011701726
261;0,02;0,254234068;0,016301553;0,012303173
261,25;0,02;0,256022833;0,016552696;0,01347814
261,5;0,02;0,257782768;0,016802767;0,012476849
261,75;0,02;0,259514393;0,017051685;0,014676673
262;0,02;0,261218217;0,017299374;0,013819317
262,25;0,02;0,262894739;0,017545768;0,012824531
262,5;0,02;0,264544446;0,017790804;0,014904121
262,75;0,02;0,266167815;0,018034425;0,013779074
263;0,02;0,267765314;0,018276579;0,014951568
263,25;0,02;0,2693374;0,018517219;0,013813774
263,5;0,02;0,270884522;0,0187563;0,012278936
263,75;0,02;0,272407117;0,018993784;0,014643981
264;0,02;0,273905617;0,019229633;0,013174584
264,25;0,02;0,275380443;0,019463815;0,013688231
264,5;0,02;0,276832006;0,0196963;0,01324432
264,75;0,02;0,278260711;0,01992706;0,013086286
265;0,02;0,279666955;0,020156071;0,013578958
265,25;0,02;0,281051126;0,02038331;0,013397424
265,5;0,02;0,282413605;0,020608757;0,014257654
265,75;0,02;0,283754764;0,020832394;0,016062888
266;0,02;0,285074969;0,021054205;0,014879015
266,25;0,02;0,28637458;0,021274176;0,01403004
266,5;0,02;0,287653948;0,021492294;0,013951797
266,75;0,02;0,288913417;0,021708549;0,015636953
267;0,02;0,290153325;0,02192293;0,015416368
267,25;0,02;0,291374005;0,022135431;0,014628962
267,5;0,02;0,292575782;0,022346043;0,014038406
267,75;0,02;0,293758974;0,022554763;0,014136835
268;0,02;0,294923895;0,022761585;0,017102206
268,25;0,02;0,296070852;0,022966506;0,015212879
268,5;0,02;0,297200146;0,023169524;0,014139965
268,75;0,02;0,298312072;0,023370639;0,015123739
269;0,02;0,29940692;0,023569849;0,014878884
269,25;0,02;0,300484975;0,023767156;0,015065659
269,5;0,02;0,301546515;0,023962562;0,014463526
269,75;0,02;0,302591816;0,024156067;0,015508276
270;0,02;0,303621146;0,024347677;0,014090597
270,25;0,02;0,304634769;0,024537393;0,015766439
270,5;0,02;0,305632943;0,024725221;0,014413817
270,75;0,02;0,306615923;0,024911166;0,015698895
271;0,02;0,307583959;0,025095233;0,016123638
271,25;0,02;0,308537295;0,025277429;0,015471118
271,5;0,02;0,309476173;0,02545776;0,016250978
271,75;0,02;0,310400827;0,025636233;0,014387553
272;0,02;0,311311491;0,025812856;0,015362938
272,25;0,02;0,312208392;0,025987637;0,017191032
272,5;0,02;0,313091753;0,026160585;0,017573731
272,75;0,02;0,313961793;0,026331708;0,017716431
273;0,02;0,314818729;0,026501016;0,01364195
273,25;0,02;0,315662772;0,026668518;0,01548796
273,5;0,02;0,31649413;0,026834225;0,015977131
273,75;0,02;0,317313007;0,026998146;0,015772601
274;0,02;0,318119603;0,027160293;0,017115337
274,25;0,02;0,318914116;0,027320675;0,016319792
274,5;0,02;0,319696739;0,027479304;0,016362638
274,75;0,02;0,320467662;0,027636191;0,016404355
275;0,02;0,321227072;0,027791348;0,015808177
275,25;0,02;0,321975152;0,027944787;0,017067225
275,5;0,02;0,322712083;0,028096519;0,015330362
275,75;0,02;0,323438041;0,028246556;0,017780903
276;0,02;0,324153201;0,028394911;0,016071275
276,25;0,02;0,324857733;0,028541597;0,01768558
276,5;0,02;0,325551805;0,028686625;0,018516086
276,75;0,02;0,326235583;0,028830008;0,017256559
277;0,02;0,326909228;0,028971759;0,017041335
277,25;0,02;0,327572901;0,029111891;0,017390937
277,5;0,02;0,328226757;0,029250418;0,018879792
277,75;0,02;0,328870951;0,029387351;0,016382324
278;0,02;0,329505633;0,029522704;0,018105346
278,25;0,02;0,330130953;0,029656491;0,015621697
278,5;0,02;0,330747057;0,029788725;0,016285166
278,75;0,02;0,331354088;0,029919419;0,016783713
279;0,02;0,331952188;0,030048586;0,018264509
279,25;0,02;0,332541496;0,03017624;0,015990054
279,5;0,02;0,333122147;0,030302394;0,017144504
