t[sec];q1[m3/sec];h1[m];h2[m];q2_measurement[m3/sec]
279,75;0,02;0,333694277;0,030427062;0,01821009
280;0,02;0,334258017;0,030550258;0,018149554
280,25;0,02;0,334813496;0,030671994;0,018232569
280,5;0,02;0,335360843;0,030792284;0,018419128
280,75;0,02;0,335900182;0,030911142;0,016669932
281;0,02;0,336431638;0,031028581;0,01698998
281,25;0,02;0,336955331;0,031144616;0,01724522
281,5;0,02;0,33747138;0,031259258;0,018887621
281,75;0,02;0,337979902;0,031372522;0,017876868
282;0,02;0,338481014;0,031484421;0,018600643
282,25;0,02;0,338974828;0,031594969;0,01822063
282,5;0,02;0,339461456;0,031704179;0,017299271
282,75;0,02;0,339941007;0,031812063;0,018705302
283;0,02;0,340413589;0,031918637;0,019493268
283,25;0,02;0,340879309;0,032023912;0,016838426
283,5;0,02;0,34133827;0,032127902;0,017788653
283,75;0,02;0,341790575;0,03223062;0,017589539
284;0,02;0,342236326;0,032332079;0,018895518
284,25;0,02;0,342675622;0,032432293;0,017780499
284,5;0,02;0,343108559;0,032531274;0,01756251
284,75;0,02;0,343535235;0,032629034;0,016943409
285;0,02;0,343955744;0,032725588;0,019183376
285,25;0,02;0,344370178;0,032820948;0,017482298
285,5;0,02;0,34477863;0,032915126;0,017154858
285,75;0,02;0,34518119;0,033008135;0,018637814
286;0,02;0,345577945;0,033099987;0,019161355
286,25;0,02;0,345968983;0,033190696;0,019142563
286,5;0,02;0,34635439;0,033280273;0,018834265
286,75;0,02;0,346734251;0,033368732;0,017959232
287;0,02;0,347108647;0,033456083;0,01781165
287,25;0,02;0,347477662;0,03354234;0,018610865
287,5;0,02;0,347841374;0,033627514;0,018853698
287,75;0,02;0,348199864;0,033711618;0,017927118
288;0,02;0,34855321;0,033794663;0,018542686
288,25;0,02;0,348901487;0,033876661;0,019948312
288,5;0,02;0,349244772;0,033957625;0,020293092
288,75;0,02;0,349583138;0,034037564;0,018584071
289;0,02;0,349916658;0,034116492;0,016405399
289,25;0,02;0,350245405;0,03419442;0,017762305
289,5;0,02;0,350569449;0,034271359;0,018408187
289,75;0,02;0,35088886;0,03434732;0,020089165
290;0,02;0,351203706;0,034422315;0,016518401
290,25;0,02;0,351514055;0,034496355;0,019040361
290,5;0,02;0,351819973;0,03456945;0,01742036
290,75;0,02;0,352121526;0,034641612;0,019457435
291;0,02;0,352418777;0,034712852;0,019298399
291,25;0,02;0,352711791;0,03478318;0,019669725
291,5;0,02;0,35300063;0,034852606;0,019263689
291,75;0,02;0,353285354;0,034921143;0,018385479
292;0,02;0,353566025;0,034988799;0,018327568
292,25;0,02;0,353842702;0,035055585;0,019495562
292,5;0,02;0,354115444;0,035121513;0,018275601
292,75;0,02;0,354384308;0,035186591;0,018133822
293;0,02;0,35464935;0,035250829;0,019151085
293,25;0,02;0,354910628;0,035314239;0,017900623
293,5;0,02;0,355168196;0,03537683;0,018800483
293,75;0,02;0,355422108;0,035438611;0,018738606
294;0,02;0,355672417;0,035499592;0,016924623
294,25;0,02;0,355919177;0,035559783;0,018113611
294,5;0,02;0,356162438;0,035619194;0,018964286
294,75;0,02;0,356402252;0,035677833;0,019715845
295;0,02;0,356638669;0,035735711;0,018157564
295,25;0,02;0,356871739;0,035792836;0,01795859
295,5;0,02;0,35710151;0,035849218;0,019474785
295,75;0,02;0,357328029;0,035904865;0,019679023
296;0,02;0,357551345;0,035959787;0,019665575
296,25;0,02;0,357771503;0,036013992;0,018956293
296,5;0,02;0,35798855;0,03606749;0,01896264
296,75;0,02;0,35820253;0,036120289;0,018441893
297;0,02;0,358413488;0,036172397;0,01833506
297,25;0,02;0,358621467;0,036223823;0,01870136
297,5;0,02;0,358826512;0,036274575;0,018940779
297,75;0,02;0,359028663;0,036324663;0,020390197
298;0,02;0,359227963;0,036374093;0,01872066
298,25;0,02;0,359424453;0,036422875;0,020006369
298,5;0,02;0,359618173;0,036471016;0,016990552
298,75;0,02;0,359809164;0,036518524;0,019000113
299;0,02;0,359997464;0,036565407;0,02016845
299,25;0,02;0,360183113;0,036611673;0,018415498
299,5;0,02;0,360366149;0,03665733;0,018886688
299,75;0,02;0,360546608;0,036702385;0,019450158
300;0,02;0,360724529;0,036746845;0,017542852
300,25;0,02;0,360899948;0,03679072;0,019890443
300,5;0,02;0,3610729;0,036834014;0,019227124
300,75;0,02;0,361243421;0,036876737;0,019493774
301;0,02;0,361411545;0,036918895;0,01952537
301,25;0,02;0,361577308;0,036960496;0,02012358
301,5;0,02;0,361740743;0,037001545;0,019141071
301,75;0,02;0,361901883;0,037042052;0,017898549
302;0,02;0,362060761;0,037082021;0,01833512
302,25;0,02;0,36221741;0,03712146;0,020051866
302,5;0,02;0,362371861;0,037160377;0,019251188
302,75;0,02;0,362524145;0,037198777;0,019548573
303;0,02;0,362674295;0,037236666;0,017798307
303,25;0,02;0,362822339;0,037274053;0,019168136
303,5;0,02;0,362968309;0,037310942;0,017896366
303,75;0,02;0,363112233;0,037347341;0,019389042
304;0,02;0,363254141;0,037383256;0,019497905
304,25;0,02;0,363394062;0,037418692;0,018404694
304,5;0,02;0,363532024;0,037453657;0,022010818
304,75;0,02;0,363668055;0,037488155;0,020624734
305;0,02;0,363802182;0,037522194;0,019922551
305,25;0,02;0,363934432;0,037555778;0,018686376
305,5;0,02;0,364064832;0,037588915;0,021272072
305,75;0,02;0,364193409;0,037621609;0,017173974
306;0,02;0,364320187;0,037653866;0,019378937
306,25;0,02;0,364445194;0,037685692;0,020059797
306,5;0,02;0,364568453;0,037717093;0,021446751
306,75;0,02;0,36468999;0,037748074;0,020443577
307;0,02;0,364809829;0,037778641;0,019433487
307,25;0,02;0,364927994;0,037808798;0,01908514
307,5;0,02;0,36504451;0,037838552;0,018958654
307,75;0,02;0,365159398;0,037867907;0,01956777
308;0,02;0,365272682;0,037896869;0,018330835
308,25;0,02;0,365384386;0,037925442;0,019434133
308,5;0,02;0,365494531;0,037953633;0,018941532
308,75;0,02;0,365603139;0,037981445;0,018702718
309;0,02;0,365710232;0,038008884;0,019350905
309,25;0,02;0,365815832;0,038035955;0,019319849
309,5;0,02;0,365919959;0,038062662;0,018932381
309,75;0,02;0,366022635;0,03808901;0,020392854
310;0,02;0,366123879;0,038115004;0,019770154
310,25;0,02;0,366223713;0,038140649;0,018743766
310,5;0,02;0,366322155;0,038165949;0,018993653
310,75;0,02;0,366419227;0,038190909;0,019384169
311;0,02;0,366514946;0,038215532;0,019231758
311,25;0,02;0,366609332;0,038239824;0,019608502
311,5;0,02;0,366702403;0,03826379;0,018044467
311,75;0,02;0,366794179;0,038287432;0,020498131
312;0,02;0,366884678;0,038310756;0,019555724
312,25;0,02;0,366973917;0,038333765;0,019196683
312,5;0,02;0,367061914;0,038356465;0,018761129
312,75;0,02;0,367148687;0,038378858;0,019425809
313;0,02;0,367234253;0,038400949;0,019627678
313,25;0,02;0,367318628;0,038422742;0,019499185
313,5;0,02;0,36740183;0,038444241;0,017578949
313,75;0,02;0,367483875;0,03846545;0,019504742
314;0,02;0,36756478;0,038486372;0,020094306
314,25;0,02;0,36764456;0,038507012;0,019712265
314,5;0,02;0,367723231;0,038527372;0,01928513
314,75;0,02;0,367800808;0,038547458;0,020662239
315;0,02;0,367877308;0,038567272;0,019806038
315,25;0,02;0,367952745;0,038586818;0,016688006
315,5;0,02;0,368027134;0,0386061;0,018537116
315,75;0,02;0,368100489;0,038625121;0,01934972
316;0,02;0,368172826;0,038643885;0,020940178
316,25;0,02;0,368244159;0,038662394;0,019594928
316,5;0,02;0,368314501;0,038680653;0,021513243
316,75;0,02;0,368383866;0,038698665;0,020364838
317;0,02;0,368452268;0,038716433;0,020234814
317,25;0,02;0,368519721;0,03873396;0,019622862
317,5;0,02;0,368586238;0,03875125;0,019260911
317,75;0,02;0,368651832;0,038768305;0,018182742
318;0,02;0,368716516;0,038785129;0,020103388
318,25;0,02;0,368780303;0,038801725;0,020356807
318,5;0,02;0,368843204;0,038818096;0,019867707
318,75;0,02;0,368905234;0,038834245;0,021426695
319;0,02;0,368966403;0,038850175;0,020270551
319,25;0,02;0,369026723;0,038865889;0,019962961
319,5;0,02;0,369086208;0,038881389;0,019564124
319,75;0,02;0,369144867;0,038896679;0,019948948
320;0,02;0,369202714;0,038911761;0,019218674
320,25;0,02;0,369259758;0,038926639;0,019632059
320,5;0,02;0,369316012;0,038941314;0,019064855
320,75;0,02;0,369371487;0,03895579;0,019681427
321;0,02;0,369426193;0,03897007;0,020053067
321,25;0,02;0,36948014;0,038984155;0,020679476
321,5;0,02;0,369533341;0,038998049;0,02183509
321,75;0,02;0,369585804;0,039011754;0,020159581
322;0,02;0,36963754;0,039025273;0,0204153
322,25;0,02;0,36968856;0,039038607;0,019545718
322,5;0,02;0,369738874;0,039051761;0,018410374
322,75;0,02;0,36978849;0,039064735;0,018854801
323;0,02;0,36983742;0,039077533;0,019048605
323,25;0,02;0,369885672;0,039090157;0,018575362
323,5;0,02;0,369933256;0,039102609;0,020644761
323,75;0,02;0,369980182;0,039114892;0,019181656
324;0,02;0,370026457;0,039127007;0,020489852
324,25;0,02;0,370072093;0,039138957;0,019233751
324,5;0,02;0,370117096;0,039150745;0,019549856
324,75;0,02;0,370161477;0,039162372;0,020625809
325;0,02;0,370205244;0,03917384;0,021032641
325,25;0,02;0,370248405;0,039185153;0,020765811
325,5;0,02;0,370290969;0,039196311;0,019753225
325,75;0,02;0,370332944;0,039207317;0,019950926
326;0,02;0,370374339;0,039218173;0,020210008
326,25;0,02;0,370415161;0,039228881;0,018007069
326,5;0,02;0,370455418;0,039239444;0,02035623
326,75;0,02;0,370495119;0,039249862;0,018689032
327;0,02;0,37053427;0,039260138;0,01912679
327,25;0,02;0,37057288;0,039270274;0,021084126
327,5;0,02;0,370610956;0,039280272;0,01952529
327,75;0,02;0,370648506;0,039290133;0,019696763
328;0,02;0,370685536;0,03929986;0,019211968
328,25;0,02;0,370722055;0,039309454;0,01937064
328,5;0,02;0,370758069;0,039318917;0,020504874
328,75;0,02;0,370793584;0,039328251;0,021096346
329;0,02;0,370828609;0,039337457;0,019242005
329,25;0,02;0,37086315;0,039346538;0,019832141
329,5;0,02;0,370897214;0,039355495;0,019246747
329,75;0,02;0,370930807;0,03936433;0,019492354
330;0,02;0,370963935;0,039373043;0,019384699
330,25;0,02;0,370996606;0,039381638;0,020487513
330,5;0,02;0,371028825;0,039390116;0,022671466
330,75;0,02;0,3710606;0,039398478;0,021950801
331;0,02;0,371091935;0,039406725;0,018534803
331,25;0,02;0,371122837;0,03941486;0,020140059
331,5;0,02;0,371153313;0,039422884;0,019046429
331,75;0,02;0,371183367;0,039430798;0,019806878
332;0,02;0,371213006;0,039438604;0,019608063
332,25;0,02;0,371242236;0,039446303;0,018025627
332,5;0,02;0,371271062;0,039453897;0,02069776
332,75;0,02;0,371299491;0,039461387;0,019262324
333;0,02;0,371327526;0,039468774;0,02062696
333,25;0,02;0,371355175;0,039476061;0,019337379
333,5;0,02;0,371382441;0,039483248;0,01953544
333,75;0,02;0,371409331;0,039490337;0,021998027
334;0,02;0,37143585;0,039497329;0,019942972
334,25;0,02;0,371462003;0,039504225;0,020013334
334,5;0,02;0,371487795;0,039511027;0,019731969
334,75;0,02;0,37151323;0,039517736;0,019285836
335;0,02;0,371538315;0,039524353;0,021807973
335,25;0,02;0,371563053;0,039530879;0,020988575
335,5;0,02;0,37158745;0,039537316;0,020201763
335,75;0,02;0,37161151;0,039543665;0,020912437
336;0,02;0,371635238;0,039549927;0,018997195
336,25;0,02;0,371658638;0,039556104;0,020126727
336,5;0,02;0,371681715;0,039562196;0,01900856
336,75;0,02;0,371704474;0,039568204;0,018743934
337;0,02;0,371726919;0,039574131;0,01888034
337,25;0,02;0,371749055;0,039579976;0,020123006
337,5;0,02;0,371770884;0,039585741;0,018965511
337,75;0,02;0,371792413;0,039591427;0,020716767
338;0,02;0,371813644;0,039597036;0,019348896
338,25;0,02;0,371834583;0,039602567;0,019685774
338,5;0,02;0,371855233;0,039608023;0,020350495
338,75;0,02;0,371875598;0,039613404;0,017823808
339;0,02;0,371895681;0,039618711;0,019992716
339,25;0,02;0,371915488;0,039623946;0,020713878
339,5;0,02;0,371935022;0,039629109;0,01922917
339,75;0,02;0,371954286;0,039634201;0,018898882
340;0,02;0,371973284;0,039639224;0,020189568
340,25;0,02;0,371992021;0,039644177;0,019648296
340,5;0,02;0,372010499;0,039649063;0,01943634
340,75;0,02;0,372028722;0,039653882;0,020912963
341;0,02;0,372046694;0,039658635;0,019025862
341,25;0,02;0,372064417;0,039663322;0,019831221
341,5;0,02;0,372081897;0,039667946;0,019998647
341,75;0,02;0,372099135;0,039672506;0,020621363
342;0,02;0,372116136;0,039677003;0,019567759
342,25;0,02;0,372132902;0,039681439;0,019797041
342,5;0,02;0,372149437;0,039685814;0,020643744
342,75;0,02;0,372165744;0,03969013;0,019637341
343;0,02;0,372181827;0,039694386;0,018954343
343,25;0,02;0,372197687;0,039698583;0,019941171
343,5;0,02;0,372213329;0,039702723;0,02111336
343,75;0,02;0,372228755;0,039706806;0,01880899
344;0,02;0,372243969;0,039710834;0,019690977
344,25;0,02;0,372258972;0,039714806;0,019477968
344,5;0,02;0,372273769;0,039718723;0,020283756
344,75;0,02;0,372288362;0,039722587;0,019621432
345;0,02;0,372302754;0,039726398;0,02028767
345,25;0,02;0,372316947;0,039730157;0,02128288
345,5;0,02;0,372330945;0,039733864;0,021816173
345,75;0,02;0,372344749;0,03973752;0,02071674
346;0,02;0,372358364;0,039741126;0,020530006
346,25;0,02;0,372371791;0,039744683;0,018866668
346,5;0,02;0,372385032;0,039748191;0,019514565
346,75;0,02;0,372398092;0,03975165;0,020920613
347;0,02;0,372410971;0,039755063;0,019957489
347,25;0,02;0,372423673;0,039758428;0,01974211
347,5;0,02;0,372436199;0,039761747;0,019472529
347,75;0,02;0,372448553;0,039765021;0,020668308
348;0,02;0,372460737;0,03976825;0,021006564
348,25;0,02;0,372472753;0,039771434;0,020290351
348,5;0,02;0,372484603;0,039774575;0,020414133
348,75;0,02;0,37249629;0,039777672;0,018678716
349;0,02;0,372507816;0,039780728;0,018852822
349,25;0,02;0,372519183;0,039783741;0,020411151
349,5;0,02;0,372530394;0,039786713;0,021498078
349,75;0,02;0,37254145;0,039789644;0,019826076
350;0,02;0,372552353;0,039792535;0,020463909
350,25;0,019;0,372563107;0,039795386;0,017764992
350,5;0,018;0,372261212;0,039798198;0,020792726
350,75;0,017;0,37165253;0,039798042;0,01848627
351;0,016;0,370742759;0,03979207;0,020131356
351,25;0,015;0,369537433;0,039777632;0,020672355
351,5;0,014;0,368041937;0,039752263;0,019752974
351,75;0,013;0,366261506;0,039713677;0,020760441
352;0,012;0,364201234;0,039659755;0,021231078
352,25;0,011;0,361866081;0,039588536;0,019330129
352,5;0,01;0,359260877;0,039498207;0,018650678
352,75;0,009;0,356390327;0,039387097;0,019085555
353;0,008;0,353259017;0,039253665;0,019238666
353,25;0,007;0,349871416;0,039096499;0,019510853
353,5;0,006;0,346231886;0,038914305;0,02013172
353,75;0,005;0,342344682;0,038705902;0,02023997
354;0,004;0,338213955;0,038470217;0,019347543
354,25;0,003;0,33384376;0,038206281;0,02098943
354,5;0,002;0,329238057;0,037913222;0,018954548
354,75;0,001;0,324400716;0,037590263;0,018869792
355;0;0,31933552;0,037236718;0,020367078
355,25;0;0,314046168;0,036851986;0,018043274
355,5;0;0,308848777;0,036435554;0,018096102
355,75;0;0,303741029;0,035989917;0,017531815
356;0;0,298720696;0,035517568;0,018237138
356,25;0;0,293785637;0,035020877;0,017562333
356,5;0;0,288933798;0,034502093;0,016533125
356,75;0;0,284163203;0,033963349;0,019258411
357;0;0,279471956;0,033406669;0,019926604
357,25;0;0,274858232;0,032833977;0,017561974
357,5;0;0,270320277;0,032247096;0,018057137
357,75;0;0,265856405;0,031647759;0,01756404
358;0;0,261464993;0,03103761;0,017268344
358,25;0;0,257144479;0,030418207;0,017073647
358,5;0;0,252893362;0,029791033;0,018253408
358,75;0;0,248710193;0,02915749;0,018546975
359;0;0,24459358;0,028518909;0,018228429
359,25;0;0,24054218;0,027876552;0,016491404
359,5;0;0,236554699;0,027231614;0,01586581
359,75;0;0,232629891;0,026585225;0,017600756
360;0;0,228766554;0,025938456;0,016512604
360,25;0;0,224963527;0,025292317;0,016117671
360,5;0;0,221219692;0,024647762;0,015789338
360,75;0;0,217533968;0,024005693;0,01425571
361;0;0,213905313;0,023366957;0,014850392
361,25;0;0,210332719;0,022732353;0,015410345
361,5;0;0,206815212;0,022102629;0,01483178
361,75;0;0,203351851;0,021478489;0,01366865
362;0;0,199941726;0,02086059;0,013073813
362,25;0;0,196583954;0,020249547;0,014786821
362,5;0;0,193277684;0,019645933;0,013778484
362,75;0;0,190022089;0,019050279;0,014368317
363;0;0,186816367;0,018463078;0,015167738
363,25;0;0,183659743;0,017884785;0,012126444
363,5;0;0,180551463;0,017315817;0,013766577
363,75;0;0,177490794;0,016756557;0,011949267
364;0;0,174477027;0,016207354;0,01300744
364,25;0;0,171509471;0,015668521;0,011886002
364,5;0;0,168587453;0,01514034;0,013025563
364,75;0;0,16571032;0,014623064;0,01191489
365;0;0,162877434;0,014116912;0,011153995
365,25;0;0,160088174;0,013622075;0,012172985
365,5;0;0,157341935;0,013138716;0,01256341
365,75;0;0,154638124;0,012666971;0,008792922
366;0;0,151976165;0,012206947;0,010656736
366,25;0;0,149355492;0,011758726;0,011712875
366,5;0;0,146775553;0,011322367;0,01114076
366,75;0;0,144235806;0,010897902;0,011698303
367;0;0,14173572;0,010485342;0,008796729
367,25;0;0,139274775;0,010084673;0,010250189
367,5;0;0,136852461;0,009695862;0,009856887
367,75;0;0,134468275;0,009318854;0,010719501
368;0;0,132121723;0,008953574;0,009731743
368,25;0;0,12981232;0,008599929;0,008967294
368,5;0;0,127539588;0,008257805;0,008595621
368,75;0;0,125303055;0,007927075;0,008598373
369;0;0,123102255;0,007607593;0,008446862
369,25;0;0,12093673;0,007299197;0,007216127
369,5;0;0,118806026;0,007001713;0,00959118
369,75;0;0,116709695;0,006714951;0,008144967
370;0;0,114647294;0,00643871;0,009521951
370,25;0;0,112618383;0,006172778;0,008184649
370,5;0;0,110622528;0,005916931;0,007505939
370,75;0;0,108659298;0,005670936;0,007875787
371;0;0,106728266;0,005434552;0,008248667
371,25;0;0,104829009;0,005207531;0,009105694
371,5;0;0,102961106;0,004989616;0,007428159
371,75;0;0,101124141;0,004780549;0,005613279
372;0;0,099317699;0,004580063;0,005845921
372,25;0;0,097541368;0,004387892;0,007414021
372,5;0;0,09579474;0,004203766;0,007737972
372,75;0;0,09407741;0,004027413;0,006057486
373;0;0,092388972;0,003858562;0,006867968
373,25;0;0,090729027;0,003696943;0,004646875
373,5;0;0,089097175;0,003542285;0,005799896
373,75;0;0,087493021;0,003394323;0,00601513
374;0;0,085916171;0,003252794;0,006390218
374,25;0;0,084366232;0,003117438;0,004573533
374,5;0;0,082842817;0,002988;0,004616252
374,75;0;0,08134554;0,002864233;0,005726232
375;0;0,079874015;0,002745892;0,00464353
375,25;0,0005;0,078427863;0,002632741;0,004096618
375,5;0,001;0,077162954;0,002524551;0,00644894
375,75;0,0015;0,076075984;0,002422563;0,004569844
376;0,002;0,075163732;0,002327987;0,004653851
376,25;0,0025;0,074423062;0,002241767;0,004092748
376,5;0,003;0,073850913;0,002164573;0,003619569
376,75;0,0035;0,073444294;0,00209683;0,005409437
377;0,004;0,073200279;0,00203876;0,004311869
377,25;0,0045;0,073116001;0,001990413;0,004788155
377,5;0,005;0,073188646;0,001951705;0,004211959
377,75;0,0055;0,073415453;0,001922457;0,006906868
378;0,006;0,07379371;0,001902421;0,005199146
378,25;0,0065;0,074320748;0,001891311;0,00430335
378,5;0,007;0,074993946;0,001888825;0,004848205
378,75;0,0075;0,075810725;0,001894667;0,003959954
379;0,008;0,076768549;0,001908558;0,003811445
379,25;0,0085;0,077864924;0,001930249;0,003313588
379,5;0,009;0,079097399;0,001959526;0,003184932
379,75;0,0095;0,080463564;0,001996216;0,006673457
380;0,01;0,081961051;0,002040182;0,002690994
380,25;0,0105;0,083587535;0,002091331;0,004384498
380,5;0,011;0,085340731;0,002149602;0,004679137
380,75;0,0115;0,087218397;0,002214971;0,005699192
381;0,012;0,089218333;0,002287443;0,002670551
381,25;0,0125;0,091338379;0,002367054;0,004643179
381,5;0,013;0,093576416;0,002453859;0,005780238
381,75;0,0135;0,095930368;0,00254794;0,004279554
382;0,014;0,098398198;0,002649393;0,005309548
382,25;0,0145;0,100977908;0,002758333;0,005839073
382,5;0,015;0,103667541;0,002874888;0,005255618
382,75;0,0155;0,106465179;0,002999196;0,006531487
383;0,016;0,109368941;0,003131409;0,004734246
383,25;0,0165;0,112376988;0,003271684;0,005308465
383,5;0,017;0,115487513;0,003420187;0,004682998
383,75;0,0175;0,118698751;0,00357709;0,006050448
384;0,018;0,12200897;0,003742568;0,00538453
384,25;0,0185;0,125416475;0,003916804;0,005553291
384,5;0,019;0,128919606;0,00409998;0,005454958
384,75;0,0195;0,132516738;0,004292283;0,006100128
385;0,02;0,136206279;0,004493901;0,007256094
385,25;0,0205;0,139986672;0,004705025;0,004710836
385,5;0,021;0,143856391;0,004925844;0,005801178
385,75;0,0215;0,147813944;0,005156549;0,00639299
386;0,022;0,151857867;0,005397332;0,007823167
386,25;0,0225;0,155986732;0,005648382;0,006381349
386,5;0,023;0,160199138;0,005909889;0,008084916
386,75;0,0235;0,164493715;0,006182043;0,007291595
387;0,024;0,168869121;0,00646503;0,009573634
387,25;0,0245;0,173324044;0,006759038;0,009176727
387,5;0,025;0,177857201;0,00706425;0,00754046
387,75;0,0255;0,182467333;0,00738085;0,010094005
388;0,026;0,187153211;0,007709019;0,009471646
388,25;0,0265;0,191913633;0,008048935;0,007891933
388,5;0,027;0,196747419;0,008400776;0,009937568
388,75;0,0275;0,20165342;0,008764715;0,009493759
389;0,028;0,206630507;0,009140926;0,010548499
389,25;0,0285;0,211677577;0,009529577;0,008686465
389,5;0,029;0,216793552;0,009930837;0,007808557
389,75;0,0295;0,221977376;0,010344869;0,007898457
390;0,03;0,227228017;0,010771837;0,010306867
390,25;0,0305;0,232544463;0,011211899;0,009505495
390,5;0,031;0,237925728;0,011665213;0,01100823
390,75;0,0315;0,243370843;0,012131932;0,01130275
391;0,032;0,248878863;0,012612209;0,010075972
391,25;0,0325;0,254448864;0,013106193;0,010723759
391,5;0,033;0,260079939;0,013614029;0,01161331
391,75;0,0335;0,265771203;0,014135861;0,011426584
392;0,034;0,27152179;0,01467183;0,012171041
392,25;0,0345;0,277330853;0,015222075;0,010970526
392,5;0,035;0,283197564;0,01578673;0,012141306
392,75;0,0355;0,289121111;0,016365929;0,013496936
393;0,036;0,295100701;0,016959802;0,012899338
393,25;0,0365;0,301135559;0,017568476;0,012614025
393,5;0,037;0,307224926;0,018192077;0,0140703
393,75;0,0375;0,31336806;0,018830726;0,014894593
394;0,038;0,319564235;0,019484545;0,015020117
394,25;0,0385;0,325812741;0,02015365;0,013428774
394,5;0,039;0,332112883;0,020838156;0,013460005
394,75;0,0395;0,338463982;0,021538176;0,013624308
395;0,04;0,344865373;0,02225382;0,015594528
395,25;0,0405;0,351316407;0,022985196;0,013952179
395,5;0,041;0,357816446;0,023732408;0,014729541
395,75;0,0415;0,364364871;0,02449556;0,013536388
396;0,042;0,370961071;0,025274753;0,016377239
396,25;0,0425;0,377604453;0,026070084;0,017977511
396,5;0,043;0,384294433;0,026881651;0,017308352
396,75;0,0435;0,391030444;0,027709547;0,017198761
397;0,044;0,397811927;0,028553864;0,017983997
397,25;0,0445;0,404638338;0,029414692;0,015539793
397,5;0,045;0,411509145;0,030292118;0,018205688
397,75;0,0455;0,418423825;0,031186229;0,017682526
398;0,046;0,425381871;0,032097108;0,017807148
398,25;0,0465;0,432382781;0,033024837;0,019093848
398,5;0,047;0,43942607;0,033969495;0,018851964
398,75;0,0475;0,446511259;0,03493116;0,017655778
399;0,048;0,453637882;0,035909908;0,020910967
399,25;0,0485;0,460805483;0,036905814;0,01817731
399,5;0,049;0,468013614;0,03791895;0,020034799
399,75;0,0495;0,475261839;0,038949387;0,020624549
400;0,05;0,48254973;0,039997193;0,019199362
400,25;0,0505;0,48987687;0,041062436;0,019774176
400,5;0,051;0,49724285;0,042145181;0,022154101
400,75;0,0515;0,504647268;0,043245492;0,020404016
401;0,052;0,512089735;0,044363432;0,021385349
401,25;0,0525;0,519569867;0,045499061;0,022717948
401,5;0,053;0,527087289;0,046652439;0,022042101
401,75;0,0535;0,534641636;0,047823624;0,02076163
402;0,054;0,542232548;0,049012671;0,020822049
402,25;0,0545;0,549859675;0,050219637;0,02277564
402,5;0,055;0,557522675;0,051444574;0,022188475
402,75;0,0555;0,56522121;0,052687535;0,022247776
403;0,056;0,572954954;0,05394857;0,02356727
403,25;0,0565;0,580723584;0,055227729;0,022846685
403,5;0,057;0,588526787;0,05652506;0,023734806
403,75;0,0575;0,596364255;0,05784061;0,024534882
404;0,058;0,604235686;0,059174426;0,024078951
404,25;0,0585;0,612140788;0,060526551;0,025229459
404,5;0,059;0,620079271;0,061897029;0,026275435
404,75;0,0595;0,628050854;0,063285903;0,025389421
405;0,06;0,636055261;0,064693212;0,025181776
405,25;0,0605;0,644092222;0,066118999;0,023670069
405,5;0,061;0,652161474;0,067563301;0,025068646
405,75;0,0615;0,660262759;0,069026157;0,024547504
406;0,062;0,668395822;0,070507603;0,025674032
406,25;0,0625;0,676560418;0,072007675;0,025961773
406,5;0,063;0,684756304;0,073526409;0,025335223
406,75;0,0635;0,692983244;0,075063838;0,028065267
407;0,064;0,701241005;0,076619996;0,027733702
407,25;0,0645;0,709529361;0,078194915;0,028191257
407,5;0,065;0,71784809;0,079788626;0,026747765
407,75;0,0655;0,726196975;0,081401159;0,02744565
408;0,066;0,734575804;0,083032545;0,028033389
408,25;0,0665;0,742984368;0,084682812;0,027007135
408,5;0,067;0,751422463;0,086351988;0,028147842
408,75;0,0675;0,759889892;0,0880401;0,031230364
409;0,068;0,768386458;0,089747174;0,029205099
409,25;0,0685;0,776911972;0,091473238;0,02910768
409,5;0,069;0,785466246;0,093218314;0,031077127
409,75;0,0695;0,794049097;0,094982429;0,030793396
410;0,07;0,802660347;0,096765605;0,029050572
410,25;0,0705;0,81129982;0,098567865;0,03149734
410,5;0,071;0,819967346;0,100389232;0,031704243
410,75;0,0715;0,828662757;0,102229727;0,031064553
411;0,072;0,837385887;0,104089371;0,031975885
411,25;0,0725;0,846136578;0,105968184;0,033289351
411,5;0,073;0,85491467;0,107866187;0,034277917
411,75;0,0735;0,863720011;0,109783399;0,03183104
412;0,074;0,87255245;0,111719838;0,032158157
412,25;0,0745;0,881411838;0,113675522;0,034458125
412,5;0,075;0,890298032;0,115650469;0,035527888
412,75;0,075;0,89921089;0,117644696;0,033688505
413;0,075;0,907994024;0,11965822;0,034005067
413,25;0,075;0,916650228;0,121689591;0,035745042
413,5;0,075;0,925182216;0,123737402;0,034752804
413,75;0,075;0,933592626;0,125800316;0,03569616
414;0,075;0,94188402;0,127877068;0,034960487
414,25;0,075;0,95005889;0,129966455;0,035154771
414,5;0,075;0,958119656;0,132067337;0,035479879
414,75;0,075;0,966068675;0,13417863;0,037732977
415;0,075;0,973908237;0,136299307;0,036840943
415,25;0,075;0,98164057;0,138428391;0,03559862
415,5;0,075;0,989267841;0,140564952;0,036652855
415,75;0,075;0,996792162;0,14270811;0,038794877
416;0,075;1,004215586;0,144857024;0,039099918
416,25;0,075;1,011540113;0,147010897;0,039948803
416,5;0,075;1,01876769;0,14916897;0,037882188
416,75;0,075;1,025900214;0,15133052;0,039252835
417;0,075;1,032939533;0,153494861;0,040007317
417,25;0,075;1,039887445;0,155661339;0,038072448
