t[sec];q1[m3/sec];h1[m];h2[m];q2_measurement[m3/sec]
140,75;0,0415;0,131286835;0,075594813;0,022704918
141;0,042;0,13381333;0,077420311;0,02206936
141,25;0,0425;0,136364639;0,079270343;0,023465439
141,5;0,043;0,138940709;0,08114487;0,024373787
141,75;0,0435;0,141541489;0,083043856;0,023581199
142;0,044;0,144166933;0,084967267;0,022390018
142,25;0,0445;0,146816995;0,086915069;0,023321277
142,5;0,045;0,149491634;0,088887232;0,024186418
142,75;0,0455;0,152190809;0,090883724;0,024705289
143;0,046;0,15491448;0,092904518;0,024387096
143,25;0,0465;0,157662612;0,094949586;0,023531168
143,5;0,047;0,16043517;0,097018902;0,024279604
143,75;0,0475;0,16323212;0,099112441;0,026768288
144;0,048;0,16605343;0,101230178;0,025172287
144,25;0,0485;0,16889907;0,103372092;0,025806151
144,5;0,049;0,171769012;0,10553816;0,02652997
144,75;0,0495;0,174663227;0,107728361;0,027070568
145;0,05;0,17758169;0,109942675;0,025036001
145,25;0,0505;0,180524375;0,112181083;0,025236234
145,5;0,051;0,183491257;0,114443566;0,026092643
145,75;0,0515;0,186482315;0,116730106;0,029269479
146;0,052;0,189497526;0,119040687;0,027701335
146,25;0,0525;0,192536869;0,121375293;0,028456799
146,5;0,053;0,195600323;0,123733906;0,029040755
146,75;0,0535;0,19868787;0,126116513;0,026826282
147;0,054;0,201799491;0,128523099;0,030135385
147,25;0,0545;0,204935167;0,13095365;0,028946609
147,5;0,055;0,208094883;0,133408152;0,029245003
147,75;0,0555;0,211278621;0,135886593;0,027261287
148;0,056;0,214486366;0,138388961;0,02894578
148,25;0,0565;0,217718102;0,140915243;0,028297898
148,5;0,057;0,220973816;0,143465428;0,02834401
148,75;0,0575;0,224253493;0,146039504;0,029468335
149;0,058;0,22755712;0,148637462;0,029109355
149,25;0,0585;0,230884684;0,15125929;0,030360047
149,5;0,059;0,234236173;0,15390498;0,031067832
149,75;0,0595;0,237611574;0,156574521;0,031842591
150;0,06;0,241010877;0,159267904;0,031023162
150,25;0;0,244434069;0,16198512;0,031526095
150,5;0;0,228974891;0,164726161;0,032026526
150,75;0;0,216928254;0,165718558;0,031847207
151;0;0,207326436;0,165446158;0,031931585
151,25;0;0,199473884;0,164283866;0,032157677
151,5;0;0,192875756;0,162498546;0,033422063
151,75;0;0,187180029;0,160279916;0,031042601
152;0;0,182136258;0,157762913;0,031137389
152,25;0;0,177566256;0,155043543;0,032851258
152,5;0;0,173343247;0,152190125;0,032708183
152,75;0;0,169377037;0,149251284;0,030059711
153;0;0,165603458;0,146261629;0,029934245
153,25;0;0,161976865;0,143245794;0,030103431
153,5;0;0,158464789;0,140221311;0,029250089
153,75;0;0,155044137;0,137200659;0,029538834
154;0;0,151698485;0,134192718;0,030980507
154,25;0;0,148416153;0,131203807;0,02876318
154,5;0;0,145188839;0,128238424;0,029803145
154,75;0;0,142010636;0,125299767;0,028475292
155;0;0,138877348;0,122390112;0,027307754
155,25;0;0,135785991;0,119511077;0,027114765
155,5;0;0,132734445;0,116663813;0,026444772
155,75;0;0,129721201;0,113849138;0,026130309
156;0;0,12674519;0,111067633;0,029165944
156,25;0;0,123805648;0,108319712;0,025934622
156,5;0;0,120902035;0,105605667;0,026954874
156,75;0;0,118033966;0,102925707;0,024607165
157;0;0,115201167;0,100279978;0,026587203
157,25;0;0,112403444;0,097668585;0,025732724
157,5;0;0,109640658;0,095091601;0,026214982
157,75;0;0,10691271;0,092549078;0,023893036
158;0;0,104219529;0,090041053;0,025269425
158,25;0;0,101561065;0,08756755;0,024378781
158,5;0;0,098937281;0,085128587;0,024029099
158,75;0;0,096348151;0,082724175;0,023421932
159;0;0,093793655;0,080354322;0,023515308
159,25;0;0,09127378;0,078019034;0,021537896
159,5;0;0,088788515;0,075718311;0,022830697
159,75;0;0,086337852;0,073452157;0,020540609
160;0;0,083921784;0,071220571;0,021469581
160,25;0;0,081540307;0,069023552;0,021975403
160,5;0;0,079193415;0,0668611;0,020573237
160,75;0;0,076881106;0,064733213;0,020668724
161;0;0,074603376;0,062639889;0,019422146
161,25;0;0,072360222;0,060581125;0,020105988
161,5;0;0,070151642;0,058556921;0,019339114
161,75;0;0,067977631;0,056567271;0,019241484
162;0;0,065838189;0,054612176;0,019158546
162,25;0;0,063733311;0,05269163;0,017957506
162,5;0;0,061662996;0,050805632;0,018701819
162,75;0;0,05962724;0,048954177;0,017167819
163;0;0,057626041;0,047137264;0,018425906
163,25;0;0,055659395;0,045354888;0,017969431
163,5;0;0,0537273;0,043607046;0,01617358
163,75;0;0,051829752;0,041893734;0,015156566
164;0;0,049966749;0,040214948;0,017411447
164,25;0;0,048138286;0,038570684;0,015494969
164,5;0;0,046344361;0,036960939;0,016512363
164,75;0;0,044584969;0,035385707;0,014937661
165;0;0,042860108;0,033844985;0,013232052
165,25;0;0,041169772;0,032338766;0,016405947
165,5;0;0,039513958;0,030867047;0,014875475
165,75;0;0,037892663;0,029429822;0,014736189
166;0;0,03630588;0,028027086;0,013478982
166,25;0;0,034753606;0,026658833;0,0132394
166,5;0;0,033235836;0,025325056;0,014074879
166,75;0;0,031752565;0,02402575;0,012429029
167;0;0,030303787;0,022760908;0,011718056
167,25;0;0,028889497;0,021530523;0,011780956
167,5;0;0,02750969;0,020334587;0,012311193
167,75;0;0,026164358;0,019173092;0,010209744
168;0;0,024853496;0,018046031;0,010875776
168,25;0;0,023577096;0,016953394;0,011058502
168,5;0;0,022335152;0,015895172;0,009553304
168,75;0;0,021127656;0,014871355;0,010304239
169;0;0,019954599;0,013881933;0,009996428
169,25;0;0,018815974;0,012926893;0,00971429
169,5;0;0,017711772;0,012006224;0,007481592
169,75;0;0,016641982;0,011119913;0,008050519
170;0;0,015606594;0,010267946;0,007485652
170,25;0;0,014605597;0,009450306;0,006928416
170,5;0;0,01363898;0,008666979;0,009810103
170,75;0;0,01270673;0,007917946;0,007605768
171;0;0,011808833;0,007203186;0,007567049
171,25;0;0,010945274;0,00652268;0,006727636
171,5;0;0,010116038;0,005876404;0,00601716
171,75;0;0,009321106;0,00526433;0,007152116
172;0;0,008560461;0,004686432;0,005190062
172,25;0;0,00783408;0,004142676;0,004876059
172,5;0;0,007141942;0,003633026;0,006810559
172,75;0;0,00648402;0,003157442;0,004264428
173;0;0,005860287;0,002715876;0,003692836
173,25;0;0,00527071;0,002308276;0,004317146
173,5;0;0,004715253;0,001934578;0,005719755
173,75;0;0,004193877;0,00159471;0,003574856
174;0;0,003706533;0,001288584;0,002565764
174,25;0;0,003253167;0,001016094;0,002528408
174,5;0;0,002833716;0,000777109;0,004034937
174,75;0;0,002448102;0,000571463;0,001630799
175;0;0,002096232;0,000398939;0,001113597
175,25;0,05;0,00177799;0,000259245;0,001140291
175,5;0,05;0,017118225;0,000151959;-0,00069929
175,75;0,05;0,02956205;0,001541283;0,001333683
176;0,05;0,039933156;0,00401414;0,00369239
176,25;0,05;0,048823341;0,006890808;0,00615473
176,5;0,05;0,056585991;0,010030018;0,009149251
176,75;0,05;0,063481746;0,013357004;0,008536637
177;0,05;0,069708357;0,016804324;0,01000432
177,25;0,05;0,075413851;0,020319421;0,008733192
177,5;0,05;0,080708645;0,02386413;0,010939869
177,75;0,05;0,085675298;0,027411476;0,013443875
178;0,05;0,090375832;0,030942707;0,012317226
178,25;0,05;0,094857121;0,034445011;0,015311801
178,5;0,05;0,09915485;0,037909829;0,014508117
178,75;0,05;0,103296409;0,041331628;0,015561553
179;0,05;0,107303012;0,044707021;0,014663984
179,25;0,05;0,111191264;0,048034122;0,018756221
179,5;0,05;0,1149743;0,0513121;0,017999935
179,75;0,05;0,118662637;0,054540845;0,017867439
180;0,05;0,122264801;0,057720741;0,017818969
180,25;0,05;0,12578779;0,060852499;0,018795742
180,5;0,05;0,129237423;0,06393704;0,02086589
180,75;0,05;0,132618601;0,066975414;0,021147104
181;0,05;0,135935504;0,069968741;0,021692453
181,25;0,05;0,139191736;0,072918174;0,02126275
181,5;0,05;0,142390443;0,075824869;0,022640045
181,75;0,05;0,145534398;0,078689971;0,021815406
182;0,05;0,148626068;0,081514597;0,023921728
182,25;0,05;0,151667667;0,084299831;0,022027862
182,5;0,05;0,154661198;0,08704672;0,023170524
182,75;0,05;0,157608483;0,089756273;0,023399923
183;0,05;0,160511194;0,092429458;0,023001896
183,25;0,05;0,163370868;0,095067202;0,024234823
183,5;0,05;0,166188931;0,097670394;0,02572095
183,75;0,05;0,168966705;0,100239885;0,025021802
184;0,05;0,171705426;0,102776492;0,02381104
184,25;0,05;0,174406251;0,105280994;0,024967396
184,5;0,05;0,177070265;0,10775414;0,02516472
184,75;0,05;0,179698492;0,110196648;0,026059486
185;0,05;0,182291896;0,112609205;0,025325036
185,25;0,05;0,184851392;0,114992472;0,027182307
185,5;0,05;0,187377844;0,117347084;0,026580598
185,75;0,05;0,189872077;0,11967365;0,02634619
186;0,05;0,192334872;0,121972758;0,028451553
186,25;0,05;0,194766975;0,124244971;0,02796686
186,5;0,05;0,1971691;0,126490834;0,027453213
186,75;0,05;0,199541925;0,128710871;0,030363559
187;0,05;0,201886102;0,130905589;0,027787845
187,25;0,05;0,204202256;0,133075475;0,029869879
187,5;0,05;0,206490985;0,135221001;0,029445443
187,75;0,05;0,208752863;0,137342623;0,028021268
188;0,05;0,210988443;0,139440782;0,030789288
188,25;0,05;0,213198256;0,141515904;0,029404807
188,5;0,05;0,215382815;0,143568404;0,029131962
188,75;0,05;0,217542613;0,14559868;0,02991134
189;0,05;0,219678126;0,147607121;0,030568791
189,25;0,05;0,221789812;0,149594103;0,031244166
189,5;0,05;0,223878117;0,151559992;0,030484862
189,75;0,05;0,225943468;0,153505141;0,032418911
190;0,05;0,227986282;0,155429896;0,033002148
190,25;0,05;0,23000696;0,157334591;0,031051898
190,5;0,05;0,232005891;0,159219551;0,032125175
190,75;0,05;0,233983452;0,161085092;0,0329707
191;0,05;0,235940009;0,162931523;0,034314968
191,25;0,05;0,237875918;0,164759142;0,031748698
191,5;0,05;0,239791523;0,166568243;0,032755049
191,75;0,05;0,241687158;0,168359109;0,032266157
192;0,05;0,243563149;0,170132017;0,034275975
192,25;0,05;0,245419811;0,171887237;0,031840965
192,5;0,05;0,247257454;0,173625033;0,032708525
192,75;0,05;0,249076375;0,175345662;0,033945474
193;0,05;0,250876866;0,177049374;0,035676877
193,25;0,05;0,252659211;0,178736414;0,032704136
193,5;0,05;0,254423687;0,180407022;0,034911118
193,75;0,05;0,256170562;0,182061431;0,032122952
194;0,05;0,2579001;0,183699868;0,035502242
194,25;0,05;0,259612557;0,185322558;0,036361815
194,5;0,05;0,261308182;0,186929717;0,035746812
194,75;0,05;0,26298722;0,18852156;0,035361482
195;0,05;0,264649909;0,190098295;0,035557438
195,25;0,05;0,266296481;0,191660125;0,034992599
195,5;0,05;0,267927164;0,19320725;0,035279603
195,75;0,05;0,26954218;0,194739867;0,0342911
196;0,05;0,271141747;0,196258165;0,034923795
196,25;0,05;0,272726075;0,197762333;0,036271548
196,5;0,05;0,274295373;0,199252555;0,035455557
196,75;0,05;0,275849845;0,200729009;0,036746139
197;0,05;0,277389688;0,202191873;0,036680377
197,25;0,05;0,278915098;0,20364132;0,034650698
197,5;0,05;0,280426265;0,205077518;0,03601547
197,75;0,05;0,281923375;0,206500633;0,035809349
198;0,05;0,283406611;0,20791083;0,036354064
198,25;0,05;0,284876152;0,209308266;0,037426319
198,5;0,05;0,286332173;0,210693101;0,036751245
198,75;0,05;0,287774847;0,212065486;0,037215107
199;0,05;0,289204342;0,213425574;0,038083146
199,25;0,05;0,290620823;0,214773512;0,036829941
199,5;0,05;0,292024452;0,216109447;0,036549384
199,75;0,05;0,293415389;0,217433521;0,035643709
200;0,05;0,294793789;0,218745874;0,035244718
200,25;0,05;0,296159805;0,220046645;0,03761817
200,5;0,05;0,297513587;0,22133597;0,036862673
200,75;0,05;0,298855284;0,22261398;0,037727858
201;0,05;0,300185039;0,223880808;0,039431053
201,25;0,05;0,301502996;0,225136581;0,038149294
201,5;0,05;0,302809293;0,226381427;0,038086268
201,75;0,05;0,304104068;0,227615469;0,036953897
202;0,05;0,305387456;0,228838831;0,038723409
202,25;0,05;0,306659589;0,230051632;0,037067393
202,5;0,05;0,307920597;0,23125399;0,038936715
202,75;0,05;0,309170608;0,232446022;0,036864768
203;0,05;0,310409748;0,233627843;0,037735639
203,25;0,05;0,311638141;0,234799564;0,037069668
203,5;0,05;0,312855908;0,235961298;0,039684078
203,75;0,05;0,314063168;0,237113152;0,038707364
204;0,05;0,31526004;0,238255235;0,039068452
204,25;0,05;0,316446639;0,239387653;0,038876082
204,5;0,05;0,317623079;0,240510508;0,039010745
204,75;0,05;0,318789472;0,241623905;0,041343074
205;0,05;0,319945928;0,242727943;0,040013924
205,25;0,05;0,321092556;0,243822722;0,039846374
205,5;0,05;0,322229462;0,244908341;0,039290905
205,75;0,05;0,323356752;0,245984895;0,03938262
206;0,05;0,324474529;0,247052479;0,039434141
206,25;0,05;0,325582894;0,248111188;0,039406096
206,5;0,05;0,32668195;0,249161114;0,039028666
206,75;0,05;0,327771793;0,250202347;0,038807629
207;0,05;0,328852522;0,251234978;0,039712187
207,25;0,05;0,329924232;0,252259094;0,039134622
207,5;0,05;0,330987019;0,253274782;0,039007461
207,75;0,05;0,332040974;0,254282129;0,039222334
208;0,05;0,333086191;0,255281219;0,03854556
208,25;0,05;0,334122759;0,256272136;0,039279309
208,5;0,05;0,335150767;0,257254962;0,039700656
208,75;0,05;0,336170304;0,258229777;0,040520045
209;0,05;0,337181455;0,259196663;0,042016727
209,25;0,05;0,338184307;0,260155698;0,040913163
209,5;0,05;0,339178942;0,26110696;0,042201091
209,75;0,05;0,340165446;0,262050526;0,041759408
210;0,05;0,341143898;0,262986471;0,040124941
210,25;0,05;0,342114381;0,263914871;0,040394827
210,5;0,05;0,343076973;0,2648358;0,041267833
210,75;0,05;0,344031753;0,265749329;0,039770148
211;0,05;0,344978798;0,266655531;0,041465847
211,25;0,05;0,345918186;0,267554477;0,041768966
211,5;0,05;0,34684999;0,268446238;0,041709041
211,75;0,05;0,347774287;0,269330881;0,042286975
212;0,05;0,348691148;0,270208475;0,041382659
212,25;0,05;0,349600647;0,271079089;0,039851429
212,5;0,049;0,350502855;0,271942787;0,042598123
212,75;0,048;0,351085342;0,272799637;0,042462968
213;0,047;0,351406772;0,273620405;0,0410746
213,25;0,046;0,351509328;0,274384099;0,041762329
213,5;0,045;0,351423348;0,275075997;0,041451666
213,75;0,044;0,351170719;0,27568585;0,041254039
214;0,043;0,350767306;0,276206596;0,042853448
214,25;0,042;0,350224673;0,276633438;0,043184639
214,5;0,041;0,349551317;0,276963196;0,04383652
214,75;0,04;0,348753544;0,277193838;0,041589182
215;0,039;0,347836099;0,277324149;0,042867102
215,25;0,038;0,346802608;0,277353494;0,042999412
215,5;0,037;0,3456559;0,277281652;0,041818678
215,75;0,036;0,344398228;0,277108692;0,042436307
216;0,035;0,34303144;0,276834894;0,041998516
216,25;0,034;0,341557088;0,276460681;0,042410632
216,5;0,033;0,339976511;0,275986581;0,040826361
216,75;0,032;0,338290899;0,275413196;0,042568671
217;0,031;0,33650133;0,274741178;0,042143309
217,25;0,03;0,334608801;0,273971214;0,040090767
217,5;0,029;0,332614254;0,273104018;0,042521131
217,75;0,028;0,330518585;0,27214032;0,041840625
218;0,027;0,32832266;0,271080863;0,041759413
218,25;0,026;0,326027323;0,269926398;0,041829888
218,5;0,025;0,3236334;0,268677681;0,041758673
218,75;0,024;0,321141702;0,267335475;0,040285714
219;0,023;0,318553035;0,265900542;0,041812916
219,25;0,022;0,315868192;0,264373652;0,040765978
219,5;0,021;0,313087966;0,262755572;0,04164665
219,75;0,02;0,310213142;0,261047074;0,041724336
220;0,019;0,307244504;0,259248932;0,042911296
220,25;0,018;0,304182834;0,257361921;0,039618797
220,5;0,017;0,301028913;0,25538682;0,038736764
220,75;0,016;0,297783521;0,25332441;0,039749053
221;0,015;0,294447437;0,251175475;0,039425861
221,25;0,014;0,291021444;0,248940804;0,040800091
221,5;0,013;0,287506324;0,246621187;0,03928296
221,75;0,012;0,283902861;0,244217423;0,038371382
222;0,011;0,280211841;0,241730312;0,0406147
222,25;0,01;0,276434055;0,23916066;0,038594515
222,5;0,009;0,272570293;0,236509281;0,040455771
222,75;0,008;0,268621353;0,233776994;0,038567095
223;0,007;0,264588036;0,230964626;0,039551222
223,25;0,006;0,260471147;0,228073009;0,038100984
223,5;0,005;0,256271496;0,225102987;0,037012572
223,75;0,004;0,2519899;0,222055411;0,038742244
224;0,003;0,247627184;0,218931142;0,035742383
224,25;0,002;0,243184176;0,215731051;0,036487337
224,5;0,001;0,238661715;0,212456022;0,037392532
224,75;0;0,234060648;0,209106949;0,037150013
225;0;0,229381829;0,205684739;0,035991617
225,25;0;0,224938625;0,202190314;0,036782944
225,5;0;0,220673316;0,198653909;0,034319324
225,75;0;0,216544677;0,195097531;0,037075808
226;0;0,212523337;0,191536875;0,035690983
226,25;0;0,208588376;0,187983125;0,035067413
226,5;0;0,204724891;0,184444251;0,034332548
226,75;0;0,200922271;0,180925934;0,035784699
227;0;0,197172958;0,177432219;0,033334668
227,25;0;0,193471569;0,173965989;0,03324693
227,5;0;0,189814273;0,1705293;0,034137956
227,75;0;0,186198341;0,167123612;0,032137454
228;0;0,182621829;0,163749969;0,033159343
228,25;0;0,179083355;0,160409111;0,032637989
228,5;0;0,175581934;0,157101568;0,032440965
228,75;0;0,172116866;0,153827714;0,032388641
229;0;0,16868765;0,150587817;0,031133725
229,25;0;0,165293931;0,147382067;0,02982772
229,5;0;0,161935456;0,144210598;0,030999902
229,75;0;0,158612046;0,141073507;0,029979541
230;0;0,15532357;0,137970861;0,029131068
230,25;0;0,152069937;0,134902708;0,029601663
230,5;0;0,148851081;0,131869082;0,028887471
230,75;0;0,145666957;0,128870007;0,02718698
231;0;0,142517529;0,125905498;0,02896918
231,25;0;0,139402773;0,122975567;0,029052622
231,5;0;0,136322672;0,120080222;0,030541852
231,75;0;0,133277213;0,117219468;0,027052114
232;0;0,130266385;0,114393307;0,027681432
232,25;0;0,127290183;0,111601742;0,025514249
232,5;0;0,124348601;0,108844774;0,029098111
232,75;0;0,121441633;0,106122402;0,025770049
233;0;0,118569277;0,103434626;0,025701024
233,25;0;0,11573153;0,100781445;0,02515695
233,5;0;0,112928389;0,098162859;0,023665093
233,75;0;0,110159852;0,095578865;0,027126659
234;0;0,107425917;0,093029464;0,024458351
234,25;0;0,104726582;0,090514652;0,02383301
234,5;0;0,102061845;0,088034429;0,025418895
234,75;0;0,099431705;0,085588793;0,023461322
235;0;0,096836159;0,083177741;0,024473072
235,25;0;0,094275206;0,080801273;0,023921613
235,5;0;0,091748843;0,078459385;0,023076955
235,75;0;0,08925707;0,076152076;0,023073219
236;0;0,086799883;0,073879344;0,022414185
236,25;0;0,084377282;0,071641186;0,021807986
236,5;0;0,081989264;0,069437601;0,022563584
236,75;0;0,079635827;0,067268585;0,019715375
237;0;0,07731697;0,065134137;0,020551891
237,25;0;0,075032689;0,063034254;0,019697336
237,5;0;0,072782982;0,060968934;0,021275213
237,75;0;0,070567848;0,058938173;0,021961286
238;0;0,068387284;0,056941969;0,019028859
238,25;0;0,066241287;0,054980319;0,020636879
238,5;0;0,064129856;0,05305322;0,020267513
238,75;0;0,062052987;0,05116067;0,01765471
239;0;0,060010677;0,049302664;0,016890889
239,25;0;0,058002925;0,047479199;0,018343128
239,5;0;0,056029726;0,045690273;0,017645812
239,75;0;0,054091079;0,043935882;0,016676116
240;0;0,052186979;0,042216021;0,016905365
240,25;0;0,050317425;0,040530687;0,016229332
240,5;0;0,048482411;0,038879877;0,016439174
240,75;0;0,046681936;0,037263585;0,01648567
241;0;0,044915995;0,035681808;0,014822516
241,25;0;0,043184585;0,034134541;0,013990205
241,5;0;0,041487702;0,032621779;0,015266621
241,75;0;0,039825341;0,031143517;0,014569868
242;0;0,038197499;0,029699751;0,01423156
242,25;0;0,036604171;0,028290474;0,011177654
242,5;0;0,035045353;0,026915681;0,013363626
242,75;0;0,03352104;0,025575366;0,013242157
243;0;0,032031226;0,024269523;0,012973607
243,25;0;0,030575907;0,022998145;0,011349813
243,5;0;0,029155076;0,021761226;0,011602953
243,75;0;0,027768729;0,020558757;0,011298081
244;0;0,026416859;0,019390731;0,012056021
244,25;0;0,02509946;0,01825714;0,011996104
244,5;0;0,023816525;0,017157975;0,009305084
244,75;0;0,022568047;0,016093227;0,011585461
245;0;0,021354018;0,015062885;0,009438302
245,25;0;0,020174431;0,014066941;0,007781308
245,5;0;0,019029276;0,013105381;0,009594453
245,75;0;0,017918546;0,012178194;0,008826783
246;0;0,01684223;0,011285368;0,009357223
246,25;0;0,015800318;0,010426888;0,01070339
246,5;0;0,0147928;0,00960274;0,006569066
246,75;0;0,013819664;0,008812906;0,008971651
247;0;0,012880897;0,00805737;0,009681863
247,25;0;0,011976486;0,007336112;0,006028656
247,5;0;0,011106416;0,006649112;0,008085115
247,75;0;0,010270671;0,005996345;0,006402346
248;0;0,009469235;0,005377787;0,00559132
248,25;0;0,008702088;0,004793409;0,004971261
248,5;0;0,007969211;0,004243181;0,008524132
248,75;0;0,00727058;0,003727065;0,004734118
249;0;0,006606171;0,003245024;0,004570854
249,25;0;0,005975956;0,00279701;0,003710996
249,5;0;0,005379904;0,002382972;0,005078914
249,75;0;0,004817979;0,00200285;0,004037576
250;0;0,004290142;0,001656572;0,002240006
250,25;0,02;0,003796348;0,001344054;0,003710167
250,5;0,02;0,009586543;0,001065194;0,003316679
250,75;0,02;0,01423879;0,001405804;0,001520288
251;0,02;0,018082605;0,00220093;0,002221166
251,25;0,02;0,021354791;0,003221161;0,004738009
251,5;0,02;0,024204735;0,004334763;0,004231669
251,75;0,02;0,026729116;0,005488132;0,002286476
252;0,02;0,028996431;0,006656488;0,005674222
252,25;0,02;0,031057692;0,007824833;0,007587254
252,5;0,02;0,032951531;0,008983073;0,006307923
252,75;0,02;0,034707445;0,010124389;0,006208853
253;0,02;0,036348122;0,011244313;0,007471445
253,25;0,02;0,037891158;0,012340044;0,007477044
253,5;0,02;0,039350324;0,013409971;0,010189194
253,75;0,02;0,040736508;0,014453307;0,0097113
254;0,02;0,042058408;0,01546984;0,006625844
254,25;0,02;0,043323051;0,016459744;0,01065309
254,5;0,02;0,044536181;0,017423456;0,009551813
254,75;0,02;0,045702545;0,01836158;0,011125691
255;0,02;0,046826114;0,019274821;0,011970614
255,25;0,02;0,047910247;0,020163944;0,011316836
255,5;0,02;0,048957815;0,021029737;0,011071318
255,75;0,02;0,0499713;0,021872997;0,010070191
256;0,02;0,050952869;0,022694509;0,013063873
256,25;0,02;0,051904426;0,02349504;0,01108314
256,5;0,02;0,052827666;0,024275333;0,012867498
256,75;0,02;0,053724104;0,025036102;0,013428384
257;0,02;0,054595103;0,025778035;0,013360103
257,25;0,02;0,055441903;0,026501785;0,012957392
257,5;0,02;0,056265631;0,027207978;0,012266094
257,75;0,02;0,057067321;0,027897212;0,012682319
258;0,02;0,057847926;0,028570055;0,012259275
258,25;0,02;0,058608325;0,029227048;0,014942599
258,5;0,02;0,059349335;0,029868708;0,013541892
258,75;0,02;0,060071718;0,030495527;0,013407059
259;0,02;0,060776182;0,031107974;0,013548983
259,25;0,02;0,061463393;0,031706497;0,013678825
259,5;0,02;0,062133975;0,032291525;0,01302868
259,75;0,02;0,062788515;0,032863465;0,015060557
260;0,02;0,063427568;0,033422708;0,013013257
260,25;0,02;0,064051657;0,033969628;0,01680297
260,5;0,02;0,064661277;0,034504583;0,017219294
260,75;0,02;0,065256897;0,035027917;0,015207417
261;0,02;0,065838963;0,035539958;0,016247364
261,25;0,02;0,066407899;0,036041021;0,013408032
261,5;0,02;0,06696411;0,03653141;0,01515508
261,75;0,02;0,067507979;0,037011417;0,013939427
262;0,02;0,068039873;0,037481321;0,015555585
262,25;0,02;0,068560145;0,037941391;0,015880886
262,5;0,02;0,069069128;0,038391887;0,014328528
262,75;0,02;0,069567146;0,03883306;0,016818428
263;0,02;0,070054505;0,03926515;0,015290531
263,25;0,02;0,070531501;0,039688388;0,013889292
263,5;0,02;0,070998417;0,040103001;0,016885194
263,75;0,02;0,071455526;0,040509203;0,01686617
264;0,02;0,071903091;0,040907204;0,015936632
264,25;0,02;0,072341362;0,041297206;0,016334864
264,5;0,02;0,072770583;0,041679405;0,015989239
264,75;0,02;0,073190987;0,042053988;0,0157884
265;0,02;0,0736028;0,04242114;0,016974606
265,25;0,02;0,074006238;0,042781037;0,015548573
265,5;0,02;0,074401513;0,043133851;0,017512664
265,75;0,02;0,074788826;0,043479747;0,016895885
266;0,02;0,075168374;0,043818887;0,015855025
266,25;0,02;0,075540345;0,044151426;0,018186001
266,5;0,02;0,075904923;0,044477517;0,016259935
266,75;0,02;0,076262284;0,044797307;0,018992007
267;0,02;0,076612601;0,045110937;0,016814698
267,25;0,02;0,076956039;0,045418546;0,01613105
267,5;0,02;0,077292759;0,045720269;0,017912803
267,75;0,02;0,077622917;0,046016236;0,018277066
268;0,02;0,077946664;0,046306575;0,017854979
268,25;0,02;0,078264148;0,046591409;0,01436082
268,5;0,02;0,078575509;0,046870858;0,017765147
268,75;0,02;0,078880887;0,047145039;0,016771818
269;0,02;0,079180416;0,047414065;0,017911075
269,25;0,02;0,079474225;0,047678047;0,018317411
269,5;0,02;0,079762441;0,047937092;0,018020398
269,75;0,02;0,080045188;0,048191306;0,017474621
270;0,02;0,080322585;0,04844079;0,018680951
270,25;0,02;0,080594749;0,048685643;0,017629676
270,5;0,02;0,080861791;0,048925963;0,018006987
270,75;0,02;0,081123824;0,049161844;0,018809505
271;0,02;0,081380952;0,049393378;0,016052004
271,25;0,02;0,081633282;0,049620654;0,017922733
271,5;0,02;0,081880914;0,049843761;0,016854313
271,75;0,02;0,082123948;0,050062782;0,017876966
272;0,02;0,082362479;0,050277802;0,018370903
272,25;0,02;0,082596602;0,050488901;0,018376823
272,5;0,02;0,082826408;0,050696159;0,016987633
272,75;0,02;0,083051987;0,050899653;0,01972383
273;0,02;0,083273424;0,051099458;0,019314978
273,25;0,02;0,083490806;0,051295649;0,017741156
273,5;0,02;0,083704214;0,051488296;0,016316351
273,75;0,02;0,083913729;0,05167747;0,016801982
274;0,02;0,084119431;0,051863241;0,018673833
274,25;0,02;0,084321395;0,052045673;0,018827667
274,5;0,02;0,084519697;0,052224835;0,018268795
274,75;0,02;0,08471441;0,052400788;0,0174529
275;0,02;0,084905606;0,052573596;0,017709874
275,25;0,02;0,085093354;0,052743319;0,018912845
275,5;0,02;0,085277723;0,052910019;0,018588088
275,75;0,02;0,085458778;0,053073752;0,017644572
276;0,02;0,085636586;0,053234576;0,017250683
276,25;0,02;0,085811209;0,053392546;0,018450128
276,5;0,02;0,08598271;0,053547719;0,018203879
276,75;0,02;0,086151149;0,053700146;0,01807189
277;0,02;0,086316586;0,05384988;0,018264038
277,25;0,02;0,086479078;0,053996972;0,018401923
277,5;0,02;0,086638683;0,054141472;0,018473378
277,75;0,02;0,086795456;0,05428343;0,018844458
278;0,02;0,086949451;0,054422892;0,017519795
278,25;0,02;0,087100722;0,054559907;0,018657277
278,5;0,02;0,087249319;0,054694519;0,016777647
278,75;0,02;0,087395294;0,054826773;0,017006295
279;0,02;0,087538696;0,054956715;0,017578103
279,25;0,02;0,087679575;0,055084386;0,018892546
279,5;0,02;0,087817977;0,055209829;0,018842607
279,75;0,02;0,087953949;0,055333085;0,018747126
280;0,02;0,088087537;0,055454194;0,018476942
280,25;0,02;0,088218785;0,055573197;0,016541591
280,5;0,02;0,088347737;0,055690132;0,017766012
280,75;0,02;0,088474436;0,055805036;0,02038344
281;0,02;0,088598924;0,055917948;0,019020049
