t[sec];q1[m3/sec];h1[m];h2[m];q2_measurement[m3/sec]
40,5;0,02;0,087002827;0,054471235;0,018212745
40,75;0,02;0,087153153;0,054607402;0,019158007
41;0,02;0,087300825;0,054741182;0,017230464
41,25;0,02;0,087445892;0,05487262;0,021508491
41,5;0,02;0,087588403;0,05500176;0,017477727
41,75;0,02;0,087728408;0,055128645;0,016873633
42;0,02;0,087865952;0,055253316;0,019657307
42,25;0,02;0,088001083;0,055375814;0,018470151
42,5;0,02;0,088133845;0,05549618;0,018137932
42,75;0,02;0,088264283;0,055614453;0,017824011
43;0,02;0,08839244;0,055730671;0,017410018
43,25;0,02;0,088518358;0,055844872;0,020103662
43,5;0,02;0,088642079;0,055957093;0,018690847
43,75;0,02;0,088763645;0,056067371;0,019004328
44;0,02;0,088883093;0,05617574;0,018475459
44,25;0,02;0,089000465;0,056282236;0,019240742
44,5;0,02;0,089115797;0,056386892;0,020110452
44,75;0,02;0,089229127;0,056489742;0,018566564
45;0,02;0,089340492;0,056590819;0,017741543
45,25;0,02;0,089449929;0,056690154;0,01945239
45,5;0,02;0,089557471;0,05678778;0,016802109
45,75;0,02;0,089663154;0,056883727;0,018118122
46;0,02;0,089767011;0,056978025;0,020612802
46,25;0,02;0,089869076;0,057070704;0,017451632
46,5;0,02;0,089969382;0,057161792;0,019693969
46,75;0,02;0,090067959;0,057251319;0,018902883
47;0,02;0,090164839;0,057339313;0,018634579
47,25;0,02;0,090260053;0,0574258;0,018596791
47,5;0,02;0,09035363;0,057510807;0,018503983
47,75;0,02;0,090445601;0,057594362;0,019426321
48;0,02;0,090535994;0,057676489;0,019393489
48,25;0,02;0,090624837;0,057757215;0,01804744
48,5;0,02;0,090712157;0,057836563;0,018447944
48,75;0,02;0,090797983;0,057914559;0,019972366
49;0,02;0,090882341;0,057991225;0,019269195
49,25;0,02;0,090965257;0,058066587;0,020045617
49,5;0,02;0,091046756;0,058140666;0,018318574
49,75;0,02;0,091126865;0,058213486;0,018789425
50;0,02;0,091205606;0,058285068;0,020155498
50,25;0,02;0,091283005;0,058355435;0,018188912
50,5;0,02;0,091359086;0,058424607;0,018906669
50,75;0,02;0,091433871;0,058492606;0,018182371
51;0,02;0,091507384;0,058559452;0,020310861
51,25;0,02;0,091579647;0,058625165;0,019802964
51,5;0,02;0,091650681;0,058689765;0,019855882
51,75;0,02;0,091720509;0,058753271;0,018444715
52;0,02;0,091789152;0,058815704;0,020757877
52,25;0,02;0,091856631;0,05887708;0,018905522
52,5;0,02;0,091922965;0,058937419;0,019378878
52,75;0,02;0,091988175;0,058996739;0,020665386
53;0,02;0,092052281;0,059055058;0,020371102
53,25;0,02;0,092115302;0,059112392;0,019610226
53,5;0,02;0,092177256;0,059168759;0,018092285
53,75;0,02;0,092238163;0,059224175;0,018488531
54;0,02;0,09229804;0,059278658;0,019595477
54,25;0,02;0,092356906;0,059332223;0,018885607
54,5;0,02;0,092414778;0,059384886;0,021534782
54,75;0,02;0,092471673;0,059436662;0,01826479
55;0,02;0,092527609;0,059487568;0,02148928
55,25;0,02;0,092582601;0,059537617;0,021284371
55,5;0,02;0,092636667;0,059586825;0,020922528
55,75;0,02;0,092689821;0,059635207;0,019535965
56;0,02;0,092742081;0,059682775;0,01861145
56,25;0,02;0,092793461;0,059729545;0,019624461
56,5;0,02;0,092843977;0,05977553;0,019241545
56,75;0,02;0,092893643;0,059820743;0,018669798
57;0,02;0,092942474;0,059865198;0,01994754
57,25;0,02;0,092990485;0,059908908;0,020441035
57,5;0,02;0,093037689;0,059951885;0,019759995
57,75;0,02;0,093084101;0,059994142;0,018941386
58;0,02;0,093129734;0,060035692;0,019643628
58,25;0,02;0,093174601;0,060076545;0,019072249
58,5;0,02;0,093218715;0,060116715;0,01995391
58,75;0,02;0,09326209;0,060156213;0,020296727
59;0,02;0,093304738;0,06019505;0,017322391
59,25;0,02;0,093346672;0,060233238;0,020048641
59,5;0,02;0,093387903;0,060270788;0,019769942
59,75;0,02;0,093428444;0,06030771;0,019060185
60;0,02;0,093468306;0,060344015;0,018723582
60,25;0,02;0,093507502;0,060379714;0,019926628
60,5;0,02;0,093546041;0,060414816;0,019587699
60,75;0,02;0,093583937;0,060449333;0,018142377
61;0,02;0,093621198;0,060483274;0,019974955
61,25;0,02;0,093657838;0,060516649;0,019773158
61,5;0,02;0,093693865;0,060549467;0,017428808
61,75;0,02;0,09372929;0,060581738;0,018382521
62;0,02;0,093764124;0,06061347;0,020800076
62,25;0,02;0,093798376;0,060644675;0,019537348
62,5;0,01;0,093832057;0,060675359;0,019880611
62,75;0,01;0,090740176;0,060705532;0,019113386
63;0,01;0,08823368;0,060442234;0,019935612
63,25;0,01;0,086147784;0,05996787;0,021066254
63,5;0,01;0,08436405;0,059349112;0,01820741
63,75;0,01;0,082798749;0,05863322;0,020089465
64;0,01;0,081392713;0,057853529;0,021283584
64,25;0,01;0,080104116;0,057033541;0,02067612
64,5;0,01;0,078903383;0,056189812;0,018938652
64,75;0,01;0,077769588;0,055333997;0,01883549
65;0,01;0,076687915;0,054474285;0,020139527
65,25;0,01;0,075647859;0,053616415;0,020040923
65,5;0,01;0,074641964;0,052764397;0,017516749
65,75;0,01;0,07366492;0,051921017;0,016722676
66;0,01;0,072712938;0,051088195;0,017901727
66,25;0,01;0,071783299;0,050267242;0,018303239
66,5;0,01;0,070874038;0,049459035;0,017221643
66,75;0,01;0,069983725;0,048664147;0,018897855
67;0,01;0,069111304;0,047882934;0,018164824
67,25;0,01;0,068255985;0,0471156;0,018658223
67,5;0,01;0,067417162;0,046362239;0,017469312
67,75;0,01;0,066594364;0,045622873;0,017937824
68;0,01;0,06578721;0,044897463;0,017835292
68,25;0,01;0,064995382;0,044185938;0,016622589
68,5;0,01;0,064218611;0,043488196;0,017427432
68,75;0,01;0,063456659;0,042804116;0,016773425
69;0,01;0,062709307;0,042133564;0,014221469
69,25;0,01;0,061976355;0,041476395;0,016797474
69,5;0,01;0,061257613;0,040832459;0,015547525
69,75;0,01;0,060552896;0,040201598;0,016668811
70;0,01;0,059862028;0,039583651;0,015936415
70,25;0,01;0,059184832;0,038978457;0,015772571
70,5;0,01;0,058521137;0,03838585;0,015252911
70,75;0,01;0,057870771;0,037805663;0,015234207
71;0,01;0,057233563;0,037237728;0,015489741
71,25;0,01;0,056609344;0,036681878;0,015449963
71,5;0,01;0,055997944;0,036137943;0,014317087
71,75;0,01;0,055399194;0,035605754;0,013390701
72;0,01;0,054812924;0,035085141;0,014271138
72,25;0,01;0,054238964;0,034575935;0,016139008
72,5;0,01;0,053677146;0,034077965;0,016918544
72,75;0,01;0,0531273;0,033591063;0,011649889
73;0,01;0,052589255;0,033115058;0,01439189
73,25;0,01;0,052062843;0,032649781;0,015011316
73,5;0,01;0,051547894;0,032195062;0,014262409
73,75;0,01;0,051044238;0,031750734;0,013661892
74;0,01;0,050551706;0,031316627;0,013608754
74,25;0,01;0,050070129;0,030892574;0,014052091
74,5;0,01;0,049599337;0,030478407;0,014330502
74,75;0,01;0,049139163;0,030073958;0,012178144
75;0,01;0,048689437;0,029679063;0,014341039
75,25;0,01;0,048249992;0,029293555;0,013480496
75,5;0,01;0,04782066;0,028917269;0,013805823
75,75;0,01;0,047401274;0,028550042;0,013555169
76;0,01;0,046991668;0,028191711;0,013786864
76,25;0,01;0,046591676;0,027842112;0,013365435
76,5;0,01;0,046201133;0,027501085;0,011944165
76,75;0,01;0,045819874;0,02716847;0,013273896
77;0,01;0,045447736;0,026844108;0,013104442
77,25;0,01;0,045084555;0,02652784;0,013547681
77,5;0,01;0,044730171;0,026219511;0,01313507
77,75;0,01;0,044384423;0,025918964;0,012520977
78;0,01;0,044047149;0,025626046;0,013184071
78,25;0,01;0,043718192;0,025340603;0,01351252
78,5;0,01;0,043397394;0,025062485;0,014161103
78,75;0,01;0,043084599;0,024791541;0,01176539
79;0,01;0,042779651;0,024527624;0,012205547
79,25;0,01;0,042482396;0,024270585;0,013317698
79,5;0,01;0,042192681;0,02402028;0,010932517
79,75;0,01;0,041910356;0,023776565;0,009875835
80;0,01;0,04163527;0,023539298;0,011640827
80,25;0,01;0,041367275;0,023308339;0,011148513
80,5;0,01;0,041106225;0,023083549;0,012736125
80,75;0,01;0,040851973;0,022864791;0,011464313
81;0,01;0,040604377;0,022651931;0,010465866
81,25;0,01;0,040363293;0,022444834;0,01138414
81,5;0,01;0,040128582;0,02224337;0,012110434
81,75;0,01;0,039900105;0,022047408;0,011824689
82;0,01;0,039677724;0,021856822;0,011923218
82,25;0,01;0,039461305;0,021671486;0,011557021
82,5;0,01;0,039250714;0,021491275;0,012001089
82,75;0,01;0,039045819;0,021316067;0,010586905
83;0,01;0,038846491;0,021145744;0,01146958
83,25;0,01;0,038652601;0,020980186;0,011881296
83,5;0,01;0,038464023;0,020819278;0,01214898
83,75;0,01;0,038280633;0,020662905;0,009407956
84;0,01;0,038102309;0,020510956;0,011065502
84,25;0,01;0,03792893;0,020363321;0,010189055
84,5;0,01;0,037760379;0,020219891;0,010438264
84,75;0,01;0,037596537;0,02008056;0,010345247
85;0,01;0,037437292;0,019945225;0,010696806
85,25;0,01;0,037282529;0,019813782;0,010154327
85,5;0,01;0,037132139;0,019686133;0,009759394
85,75;0,01;0,036986013;0,019562178;0,012068546
86;0,01;0,036844044;0,019441822;0,010590892
86,25;0,01;0,036706127;0,019324969;0,011253282
86,5;0,01;0,03657216;0,019211529;0,010454641
86,75;0,01;0,036442042;0,019101409;0,011007658
87;0,01;0,036315673;0,018994523;0,011354017
87,25;0,01;0,036192957;0,018890783;0,012351311
87,5;0,01;0,0360738;0,018790104;0,012337007
87,75;0,01;0,035958107;0,018692403;0,01130896
88;0,01;0,035845787;0,018597601;0,01087795
88,25;0,01;0,035736752;0,018505616;0,010877323
88,5;0,01;0,035630914;0,018416372;0,010805279
88,75;0,01;0,035528188;0,018329794;0,010629798
89;0,01;0,035428489;0,018245807;0,011239374
89,25;0,01;0,035331736;0,018164338;0,010036058
89,5;0,01;0,035237849;0,018085319;0,010830686
89,75;0,01;0,035146749;0,018008679;0,011884671
90;0,01;0,035058361;0,017934353;0,011223248
90,25;0,01;0,03497261;0,017862273;0,009761984
90,5;0,01;0,034889422;0,017792377;0,011458721
90,75;0,01;0,034808726;0,017724602;0,010797549
91;0,01;0,034730453;0,017658888;0,010945683
91,25;0,01;0,034654534;0,017595175;0,009793764
91,5;0,01;0,034580904;0,017533406;0,010481552
91,75;0,01;0,034509498;0,017473524;0,011227848
92;0,01;0,034440253;0,017415474;0,009303124
92,25;0,01;0,034373107;0,017359204;0,011171774
92,5;0,01;0,034308;0,017304661;0,010746563
92,75;0,01;0,034244874;0,017251795;0,011273201
93;0,01;0,034183672;0,017200556;0,011231482
93,25;0,01;0,034124338;0,017150897;0,010400867
93,5;0,01;0,034066818;0,017102771;0,00883545
93,75;0,01;0,034011059;0,017056133;0,011666207
94;0,01;0,03395701;0,017010937;0,011464804
94,25;0,01;0,033904622;0,016967143;0,011197457
94,5;0,01;0,033853844;0,016924706;0,010832593
94,75;0,01;0,033804631;0,016883588;0,01245013
95;0,01;0,033756935;0,016843749;0,009859698
95,25;0,01;0,033710713;0,016805149;0,01173962
95,5;0,01;0,03366592;0,016767752;0,010040292
95,75;0,01;0,033622513;0,016731522;0,012393721
96;0,01;0,033580453;0,016696423;0,010770518
96,25;0,01;0,033539697;0,016662421;0,008165489
96,5;0,01;0,033500208;0,016629483;0,011952436
96,75;0,01;0,033461947;0,016597576;0,010787015
97;0,01;0,033424877;0,016566669;0,010546458
97,25;0,01;0,033388963;0,016536731;0,011316917
97,5;0,01;0,03335417;0,016507733;0,00844763
97,75;0,01;0,033320463;0,016479646;0,010166693
98;0,01;0,03328781;0,016452442;0,011772346
98,25;0,01;0,033256178;0,016426095;0,010996767
98,5;0,01;0,033225538;0,016400577;0,009626847
98,75;0,01;0,033195857;0,016375863;0,010698533
99;0,01;0,033167108;0,016351928;0,008193465
99,25;0,01;0,033139262;0,016328748;0,008843394
99,5;0,01;0,033112291;0,016306301;0,008681755
99,75;0,01;0,033086168;0,016284563;0,009635769
100;0,01;0,033060867;0,016263511;0,011158157
100,25;0,01;0,033036363;0,016243126;0,012808652
100,5;0,01;0,033012631;0,016223386;0,010480363
100,75;0,01;0,032989647;0,016204271;0,010074211
101;0,01;0,032967389;0,016185762;0,012024266
101,25;0,01;0,032945834;0,01616784;0,011175513
101,5;0,01;0,03292496;0,016150486;0,009364889
101,75;0,01;0,032904746;0,016133682;0,010337712
102;0,01;0,032885172;0,016117413;0,010100772
102,25;0,01;0,032866217;0,01610166;0,008907339
102,5;0,01;0,032847863;0,016086407;0,012082801
102,75;0,01;0,03283009;0,01607164;0,011075168
103;0,01;0,03281288;0,016057342;0,01039
103,25;0,01;0,032796217;0,016043499;0,010894239
103,5;0,01;0,032780082;0,016030097;0,010100684
103,75;0,01;0,03276446;0,016017121;0,00961166
104;0,01;0,032749334;0,016004559;0,009131821
104,25;0,01;0,032734689;0,015992397;0,010574254
104,5;0,01;0,032720509;0,015980623;0,008056813
104,75;0,01;0,03270678;0,015969224;0,010607093
105;0,01;0,032693489;0,015958189;0,009720488
105,25;0,01;0,03268062;0,015947506;0,010113403
105,5;0,01;0,032668161;0,015937164;0,009837761
105,75;0,01;0,032656099;0,015927152;0,011216587
106;0,01;0,032644421;0,015917459;0,00990892
106,25;0,01;0,032633116;0,015908077;0,011353902
106,5;0,01;0,032622171;0,015898994;0,009192902
106,75;0,01;0,032611575;0,015890202;0,011159944
107;0,01;0,032601318;0,01588169;0,009717123
107,25;0,01;0,032591388;0,015873451;0,010880035
107,5;0,01;0,032581775;0,015865475;0,009543118
107,75;0,01;0,032572469;0,015857755;0,011140487
108;0,01;0,03256346;0,015850281;0,011795247
108,25;0,01;0,032554739;0,015843047;0,009412678
108,5;0,01;0,032546297;0,015836045;0,008854208
108,75;0,01;0,032538124;0,015829266;0,009219422
109;0,01;0,032530213;0,015822705;0,010247151
109,25;0,01;0,032522556;0,015816353;0,010291391
109,5;0,01;0,032515143;0,015810206;0,010011424
109,75;0,01;0,032507967;0,015804255;0,008834785
110;0,01;0,032501021;0,015798495;0,009505728
110,25;0,01;0,032494297;0,01579292;0,010243141
110,5;0,01;0,032487789;0,015787523;0,010647203
110,75;0,01;0,032481489;0,015782299;0,0073841
111;0,01;0,032475391;0,015777243;0,008311687
111,25;0,01;0,032469488;0,015772349;0,010445921
111,5;0,01;0,032463775;0,015767612;0,01040478
111,75;0,01;0,032458244;0,015763027;0,010421844
112;0,01;0,032452891;0,01575859;0,011136741
112,25;0,01;0,03244771;0,015754294;0,01122504
112,5;0,01;0,032442694;0,015750137;0,010916701
112,75;0,01;0,03243784;0,015746113;0,010429031
113;0,01;0,032433141;0,015742218;0,010840919
113,25;0,01;0,032428593;0,015738448;0,013006634
113,5;0,01;0,032424191;0,015734799;0,009830705
113,75;0,01;0,03241993;0,015731267;0,010972708
114;0,01;0,032415805;0,015727849;0,00839155
114,25;0,01;0,032411814;0,015724541;0,012071348
114,5;0,01;0,03240795;0,015721338;0,008418201
114,75;0,01;0,03240421;0,015718239;0,00973086
115;0,01;0,032400591;0,015715239;0,008560007
115,25;0,01;0,032397087;0,015712336;0,010023662
115,5;0,01;0,032393696;0,015709526;0,00999493
115,75;0,01;0,032390414;0,015706806;0,010153393
116;0,01;0,032387238;0,015704174;0,009037616
116,25;0,01;0,032384163;0,015701626;0,00962017
116,5;0,01;0,032381188;0,01569916;0,011088013
116,75;0,01;0,032378308;0,015696774;0,009542403
117;0,01;0,03237552;0,015694464;0,009691842
117,25;0,01;0,032372822;0,015692228;0,009746156
117,5;0,01;0,032370211;0,015690065;0,011823702
117,75;0,01;0,032367683;0,015687971;0,011073581
118;0,01;0,032365237;0,015685944;0,00973475
118,25;0,01;0,03236287;0,015683982;0,01045011
118,5;0,01;0,032360578;0,015682084;0,009952936
118,75;0,01;0,032358361;0,015680246;0,009414912
119;0,01;0,032356214;0,015678468;0,011223439
119,25;0,01;0,032354137;0,015676747;0,010418672
119,5;0,01;0,032352126;0,015675081;0,010551446
119,75;0,01;0,03235018;0,015673469;0,011044055
120;0,01;0,032348297;0,015671908;0,01084834
120,25;0,01;0,032346474;0,015670398;0,010659902
120,5;0,01;0,03234471;0,015668937;0,009078168
120,75;0,01;0,032343002;0,015667522;0,007976469
121;0,01;0,03234135;0,015666153;0,010023791
121,25;0,01;0,03233975;0,015664828;0,012313737
121,5;0,01;0,032338202;0,015663546;0,009369247
121,75;0,01;0,032336704;0,015662305;0,01051784
122;0,01;0,032335254;0,015661104;0,008650252
122,25;0,01;0,032333851;0,015659941;0,011915972
122,5;0,01;0,032332493;0,015658816;0,011324307
122,75;0,01;0,032331179;0,015657727;0,010006885
123;0,01;0,032329906;0,015656673;0,01006987
123,25;0,01;0,032328675;0,015655653;0,009780933
123,5;0,01;0,032327484;0,015654666;0,009434644
123,75;0,01;0,03232633;0,015653711;0,011272404
124;0,01;0,032325214;0,015652786;0,009987438
124,25;0,01;0,032324134;0,015651892;0,010049382
124,5;0,01;0,032323089;0,015651026;0,010012006
124,75;0,01;0,032322077;0,015650188;0,009410961
125;0,01;0,032321098;0,015649376;0,010366942
125,25;0,0105;0,03232015;0,015648591;0,009641927
125,5;0,011;0,032475483;0,015647832;0,008643414
125,75;0,0115;0,032757798;0,015661745;0,010214465
126;0,012;0,033146038;0,015700859;0,009013766
126,25;0,0125;0,033625067;0,015772008;0,011111957
126,5;0,013;0,034183868;0,015879444;0,00767192
126,75;0,0135;0,034814289;0,016025651;0,010190961
127;0,014;0,035510169;0,016211915;0,012213883
127,25;0,0145;0,036266746;0,01643872;0,010554134
127,5;0,015;0,037080242;0,016706022;0,010502285
127,75;0,0155;0,037947575;0,017013436;0,009800162
128;0,016;0,038866174;0,017360364;0,011706531
128,25;0,0165;0,039833835;0,017746089;0,009917501
128,5;0,017;0,040848633;0,018169831;0,009680213
128,75;0,0175;0,041908857;0,018630788;0,008736673
129;0,018;0,043012969;0,019128163;0,010526879
129,25;0,0185;0,044159568;0,019661181;0,011564417
129,5;0,019;0,045347371;0,020229097;0,012710084
129,75;0,0195;0,046575194;0,020831206;0,013322222
130;0,02;0,047841947;0,021466842;0,011077191
130,25;0,0205;0,049146614;0,022135381;0,012504376
130,5;0,021;0,050488258;0,022836238;0,011911726
130,75;0,0215;0,051866004;0,023568869;0,013667224
131;0,022;0,053279042;0,024332768;0,012393193
131,25;0,0225;0,054726615;0,025127461;0,012242384
131,5;0,023;0,056208024;0,025952512;0,012378727
131,75;0,0235;0,057722615;0,02680751;0,012113105
132;0,024;0,059269783;0,027692079;0,012793022
132,25;0,0245;0,060848964;0,028605864;0,014924159
132,5;0,025;0,062459632;0,029548537;0,012704867
132,75;0,0255;0,064101302;0,030519794;0,014076905
133;0,026;0,065773519;0,031519349;0,012883891
133,25;0,0265;0,067475862;0,032546938;0,014767402
133,5;0,027;0,069207939;0,033602314;0,014354027
133,75;0,0275;0,070969384;0,034685245;0,016068563
134;0,028;0,072759858;0,035795516;0,015300827
134,25;0,0285;0,074579044;0,036932926;0,016194268
134,5;0,029;0,076426647;0,038097287;0,015130198
134,75;0,0295;0,078302392;0,039288422;0,017112615
135;0,03;0,080206022;0,040506166;0,015123154
135,25;0,0305;0,082137299;0,041750364;0,016293091
135,5;0,031;0,084095999;0,043020871;0,016929359
135,75;0,0315;0,086081912;0,044317551;0,017648328
136;0,032;0,088094845;0,045640276;0,017521267
136,25;0,0325;0,090134613;0,046988925;0,016487272
136,5;0,033;0,092201047;0,048363385;0,016372288
136,75;0,0335;0,094293985;0,04976355;0,017969139
137;0,034;0,096413278;0,051189318;0,017759914
137,25;0,0345;0,098558786;0,052640596;0,020261164
137,5;0,035;0,100730375;0,054117295;0,017866151
137,75;0,0355;0,102927923;0,055619329;0,019555581
138;0,036;0,105151311;0,057146619;0,018099822
138,25;0,0365;0,107400432;0,05869909;0,019808612
138,5;0,037;0,10967518;0,060276671;0,018565576
138,75;0,0375;0,11197546;0,061879294;0,020033451
139;0,038;0,114301179;0,063506896;0,020847521
139,25;0,0385;0,116652251;0,065159417;0,02025543
139,5;0,039;0,119028594;0,066836798;0,020459251
139,75;0,0395;0,121430132;0,068538986;0,021283704
140;0,04;0,123856792;0,070265929;0,021925239
140,25;0,0405;0,126308506;0,072017579;0,021860672
140,5;0,041;0,128785207;0,073793888;0,021351678
